first_name,last_name,position,injury_status,game_date,slate,team,opp,confirmed_order,starting_pitcher,spread,over_under,implied_team_score,salary,L5_ppg_floor,L5_ppg_avg,L5_ppg_max,ppg_projection,value_projection,ppg_actual,value_actual
Max,Scherzer,P,,2021-04-21,Early,WAS,STL,,,-1.5,8,4.4,10700,19.1,22.6,33.4,22.6,2.11
Dinelson,Lamet,P,,2021-04-21,Early,SD,MIL,,,-1.5,7.5,4.4,9500,12.5,25.8,36.8,20.2,2.13
Kenta,Maeda,P,,2021-04-21,Early,MIN,OAK,,,+1.5,7.5,3.7,7400,9.8,17.7,27.1,17.0,2.30
Jose,Quintana,P,,2021-04-21,Early,LAA,TEX,,,-1.5,8.5,4.8,6800,-4.7,4.9,15.0,16.3,2.40
Frankie,Montas,P,,2021-04-21,Early,OAK,MIN,,,-1.5,7.5,3.8,7600,-7.1,10.3,29.7,15.9,2.09
Jose,Urquidy,P,,2021-04-21,Early,HOU,COL,,,-1.5,10,5.4,8000,4.7,12.2,15.3,15.0,1.88
Carlos,Martinez,P,,2021-04-21,Early,STL,WAS,,,+1.5,8,3.6,6300,-5.4,2.6,7.7,13.9,2.21
Mike,Foltynewicz,P,,2021-04-21,Early,TEX,LAA,,,+1.5,8.5,3.7,6600,-3.8,8.0,16.8,11.9,1.80
Mike,Trout,OF,,2021-04-21,Early,LAA,TEX,,,-1.5,8.5,4.8,6000,0.0,10.2,20.0,11.7,1.95
Alex,Bregman,3B,,2021-04-21,Early,HOU,COL,,,-1.5,10,5.4,5000,0.0,1.0,3.0,11.3,2.26
Adrian,Houser,P,,2021-04-21,Early,MIL,SD,,,+1.5,7.5,3.2,8400,0.0,0.6,3.0,11.2,1.33
Fernando,Tatis Jr.,SS,,2021-04-21,Early,SD,MIL,,,-1.5,7.5,4.4,5100,0.0,3.6,7.0,10.3,2.02
Shohei,Ohtani,1B,,2021-04-21,Early,LAA,TEX,,,-1.5,8.5,4.8,5100,0.0,7.8,18.8,9.8,1.92
Trevor,Story,SS,,2021-04-21,Early,COL,HOU,,,+1.5,10,4.6,5000,0.0,6.0,13.0,9.7,1.94
Michael,Brantley,OF,,2021-04-21,Early,HOU,COL,,,-1.5,10,5.4,5000,0.0,6.4,13.0,9.7,1.94
Carlos,Correa,SS,,2021-04-21,Early,HOU,COL,,,-1.5,10,5.4,5400,2.0,5.4,12.0,9.5,1.76
Trent,Grisham,OF,,2021-04-21,Early,SD,MIL,,,-1.5,7.5,4.4,5400,0.0,6.4,15.0,9.0,1.67
Austin,Gomber,P,,2021-04-21,Early,COL,HOU,,,+1.5,10,4.6,5900,0.0,0.6,3.0,8.8,1.49
Trea,Turner,SS,,2021-04-21,Early,WAS,STL,,,-1.5,8,4.4,5200,0.0,9.6,14.0,8.7,1.67
Myles,Straw,OF,,2021-04-21,Early,HOU,COL,,,-1.5,10,5.4,2700,0.0,2.2,6.0,8.6,3.19
Justin,Upton,OF,,2021-04-21,Early,LAA,TEX,,,-1.5,8.5,4.8,3700,2.0,8.8,23.0,8.5,2.30
Josh,Bell,1B,,2021-04-21,Early,WAS,STL,,,-1.5,8,4.4,4200,0.0,4.2,12.0,8.5,2.02
Aledmys,Diaz,3B,,2021-04-21,Early,HOU,COL,,,-1.5,10,5.4,3900,3.0,7.2,10.0,8.2,2.10
Matt,Olson,1B,,2021-04-21,Early,OAK,MIN,,,-1.5,7.5,3.8,4300,6.0,10.6,14.0,8.2,1.91
Joey,Gallo,OF,,2021-04-21,Early,TEX,LAA,,,+1.5,8.5,3.7,4300,2.0,4.8,9.0,8.1,1.88
Manny,Machado,3B,,2021-04-21,Early,SD,MIL,,,-1.5,7.5,4.4,5300,0.0,10.6,26.0,8.0,1.51
C.J.,Cron,1B,,2021-04-21,Early,COL,HOU,,,+1.5,10,4.6,3800,0.0,10.0,23.0,8.0,2.11
David,Fletcher,2B,,2021-04-21,Early,LAA,TEX,,,-1.5,8.5,4.8,3400,2.0,5.2,12.0,7.9,2.32
Kyle,Schwarber,OF,,2021-04-21,Early,WAS,STL,,,-1.5,8,4.4,4500,0.0,5.0,13.0,7.8,1.73
Wil,Myers,OF,,2021-04-21,Early,SD,MIL,,,-1.5,7.5,4.4,4500,0.0,3.0,8.0,7.8,1.73
Charlie,Blackmon,OF,,2021-04-21,Early,COL,HOU,,,+1.5,10,4.6,4600,2.0,5.2,9.0,7.8,1.70
Jake,Cronenworth,2B,,2021-04-21,Early,SD,MIL,,,-1.5,7.5,4.4,3800,0.0,2.6,7.0,7.7,2.03
Eric,Hosmer,1B,,2021-04-21,Early,SD,MIL,,,-1.5,7.5,4.4,4500,0.0,6.6,22.0,7.7,1.71
Luis,Arraez,3B,,2021-04-21,Early,MIN,OAK,,,+1.5,7.5,3.7,3800,0.0,5.2,18.0,7.7,2.03
Josh,Donaldson,3B,,2021-04-21,Early,MIN,OAK,,,+1.5,7.5,3.7,4400,0.0,5.2,8.0,7.7,1.75
Jared,Walsh,1B,,2021-04-21,Early,LAA,TEX,,,-1.5,8.5,4.8,4800,2.0,8.6,14.0,7.6,1.58
Andrew,Stevenson,OF,,2021-04-21,Early,WAS,STL,,,-1.5,8,4.4,2800,0.0,2.4,7.0,7.4,2.64
Nolan,Arenado,3B,,2021-04-21,Early,STL,WAS,,,+1.5,8,3.6,4800,0.0,4.8,13.0,7.3,1.52
Byron,Buxton,OF,,2021-04-21,Early,MIN,OAK,,,+1.5,7.5,3.7,6100,0.0,13.4,26.0,7.3,1.20
Nick,Solak,2B,,2021-04-21,Early,TEX,LAA,,,+1.5,8.5,3.7,4800,3.0,7.8,12.0,7.3,1.52
Jorge,Polanco,2B,,2021-04-21,Early,MIN,OAK,,,+1.5,7.5,3.7,3300,3.0,4.6,7.0,7.3,2.21
Ramon,Laureano,OF,,2021-04-21,Early,OAK,MIN,,,-1.5,7.5,3.8,4700,0.0,4.6,13.0,7.3,1.55
Raimel,Tapia,OF,,2021-04-21,Early,COL,HOU,,,+1.5,10,4.6,2900,0.0,6.0,12.0,7.2,2.48
Jed,Lowrie,2B,,2021-04-21,Early,OAK,MIN,,,-1.5,7.5,3.8,4500,0.0,8.6,16.0,7.2,1.60
Tommy,Edman,2B,,2021-04-21,Early,STL,WAS,,,+1.5,8,3.6,4600,0.0,6.2,17.0,7.2,1.57
Sean,Murphy,C,,2021-04-21,Early,OAK,MIN,,,-1.5,7.5,3.8,4200,4.0,10.2,20.0,7.2,1.71
Albert,Pujols,1B,,2021-04-21,Early,LAA,TEX,,,-1.5,8.5,4.8,3000,2.0,6.4,12.0,7.2,2.40
Jose,Iglesias,SS,,2021-04-21,Early,LAA,TEX,,,-1.5,8.5,4.8,3600,0.0,6.2,13.0,7.0,1.94
Mitch,Moreland,1B,,2021-04-21,Early,OAK,MIN,,,-1.5,7.5,3.8,2800,0.0,3.4,8.0,7.0,2.50
Martin,Maldonado,C,,2021-04-21,Early,HOU,COL,,,-1.5,10,5.4,3100,0.0,2.0,4.0,7.0,2.26
Ryan,McMahon,2B,,2021-04-21,Early,COL,HOU,,,+1.5,10,4.6,5100,0.0,7.0,17.0,6.9,1.35
Keston,Hiura,1B,,2021-04-21,Early,MIL,SD,,,+1.5,7.5,3.2,3900,0.0,4.6,12.0,6.9,1.77
Isiah,Kiner-Falefa,SS,,2021-04-21,Early,TEX,LAA,,,+1.5,8.5,3.7,4500,0.0,3.6,16.0,6.8,1.51
Josh,Fuentes,1B,,2021-04-21,Early,COL,HOU,,,+1.5,10,4.6,3400,0.0,3.6,13.0,6.7,1.97
Jackie,Bradley Jr.,OF,,2021-04-21,Early,MIL,SD,,,+1.5,7.5,3.2,3000,0.0,9.4,26.0,6.7,2.23
Victor,Robles,OF,,2021-04-21,Early,WAS,STL,,,-1.5,8,4.4,3200,2.0,4.0,7.0,6.7,2.09
Matt,Chapman,3B,,2021-04-21,Early,OAK,MIN,,,-1.5,7.5,3.8,4600,0.0,7.6,17.0,6.6,1.43
Jake,Cave,OF,,2021-04-21,Early,MIN,OAK,,,+1.5,7.5,3.7,2000,0.0,3.0,10.0,6.6,3.30
Luis,Urias,SS,DTD,2021-04-21,Early,MIL,SD,,,+1.5,7.5,3.2,3200,7.0,9.0,15.0,6.5,2.03
Josh,Harrison,2B,,2021-04-21,Early,WAS,STL,,,-1.5,8,4.4,4000,0.0,7.8,14.0,6.5,1.63
Nelson,Cruz,OF,DTD,2021-04-21,Early,MIN,OAK,,,+1.5,7.5,3.7,4900,2.0,5.8,11.0,6.4,1.31
Jose,Trevino,C,,2021-04-21,Early,TEX,LAA,,,+1.5,8.5,3.7,3600,0.0,3.6,8.0,6.3,1.75
Mark,Canha,OF,,2021-04-21,Early,OAK,MIN,,,-1.5,7.5,3.8,4100,0.0,8.0,20.0,6.3,1.54
Jonah,Heim,C,,2021-04-21,Early,TEX,LAA,,,+1.5,8.5,3.7,4300,0.0,7.6,17.0,6.3,1.47
Dylan,Carlson,OF,,2021-04-21,Early,STL,WAS,,,+1.5,8,3.6,3000,0.0,12.2,19.0,6.3,2.10
Matt,Carpenter,2B,,2021-04-21,Early,STL,WAS,,,+1.5,8,3.6,2700,0.0,1.4,7.0,6.2,2.30
Paul,DeJong,SS,,2021-04-21,Early,STL,WAS,,,+1.5,8,3.6,4200,0.0,7.8,24.0,6.1,1.45
Nate,Lowe,1B,,2021-04-21,Early,TEX,LAA,,,+1.5,8.5,3.7,4600,0.0,5.8,13.0,6.1,1.33
Starlin,Castro,3B,,2021-04-21,Early,WAS,STL,,,-1.5,8,4.4,4000,3.0,7.2,15.0,6.1,1.53
Adolis,Garcia,OF,,2021-04-21,Early,TEX,LAA,,,+1.5,8.5,3.7,3400,0.0,4.8,17.0,6.0,1.76
