first_name,last_name,position,injury_status,game_date,slate,team,opp,confirmed_order,starting_pitcher,spread,over_under,implied_team_score,salary,L5_ppg_floor,L5_ppg_avg,L5_ppg_max,ppg_projection,value_projection,ppg_actual,value_actual
Paul,Goldschmidt,1B,,2021-04-21,Early,STL,WAS,,,+1.5,8,3.6,4700,0.0,6.4,17.0,6.0,1.28
Yuli,Gurriel,1B,,2021-04-21,Early,HOU,COL,,,-1.5,10,5.4,4900,0.0,5.2,19.0,5.9,1.20
Victor,Caratini,C,,2021-04-21,Early,SD,MIL,,,-1.5,7.5,4.4,3200,0.0,2.2,5.0,5.7,1.78
Brock,Holt,3B,,2021-04-21,Early,TEX,LAA,,,+1.5,8.5,3.7,3700,2.0,5.8,10.0,5.7,1.54
Garrett,Hampson,2B,,2021-04-21,Early,COL,HOU,,,+1.5,10,4.6,3600,0.0,6.6,15.0,5.6,1.56
Omar,Narvaez,C,,2021-04-21,Early,MIL,SD,,,+1.5,7.5,3.2,3700,0.0,6.0,13.0,5.5,1.49
Yadier,Molina,C,,2021-04-21,Early,STL,WAS,,,+1.5,8,3.6,4000,0.0,9.2,26.0,5.5,1.38
Jason,Castro,C,,2021-04-21,Early,HOU,COL,,,-1.5,10,5.4,4400,2.0,4.4,11.0,5.4,1.23
Travis,Shaw,3B,,2021-04-21,Early,MIL,SD,,,+1.5,7.5,3.2,4100,0.0,5.4,14.0,5.4,1.32
Elvis,Andrus,SS,,2021-04-21,Early,OAK,MIN,,,-1.5,7.5,3.8,3100,0.0,3.4,14.0,5.4,1.74
Stephen,Piscotty,OF,,2021-04-21,Early,OAK,MIN,,,-1.5,7.5,3.8,2600,2.0,7.2,10.0,5.3,2.04
Yan,Gomes,C,,2021-04-21,Early,WAS,STL,,,-1.5,8,4.4,3800,0.0,7.0,17.0,5.3,1.39
Justin,Williams,OF,,2021-04-21,Early,STL,WAS,,,+1.5,8,3.6,2100,0.0,5.6,14.0,5.3,2.52
Avisail,Garcia,OF,,2021-04-21,Early,MIL,SD,,,+1.5,7.5,3.2,3200,0.0,6.0,12.0,5.2,1.63
Billy,McKinney,OF,,2021-04-21,Early,MIL,SD,,,+1.5,7.5,3.2,2100,0.0,4.8,10.0,5.1,2.43
Charlie,Culberson,3B,,2021-04-21,Early,TEX,LAA,,,+1.5,8.5,3.7,4200,0.0,3.4,9.0,4.9,1.17
Kurt,Suzuki,C,,2021-04-21,Early,LAA,TEX,,,-1.5,8.5,4.8,3300,0.0,5.8,10.0,4.9,1.48
Ryan,Zimmerman,1B,,2021-04-21,Early,WAS,STL,,,-1.5,8,4.4,4000,0.0,3.6,11.0,4.7,1.18
Dom,Nunez,C,,2021-04-21,Early,COL,HOU,,,+1.5,10,4.6,3400,0.0,5.6,15.0,4.6,1.35
Chas,McCormick,OF,,2021-04-21,Early,HOU,COL,,,-1.5,10,5.4,3100,0.0,4.6,10.0,4.6,1.48
Ha-Seong,Kim,3B,,2021-04-21,Early,SD,MIL,,,-1.5,7.5,4.4,3300,0.0,4.2,10.0,4.6,1.39
Miguel,Sano,1B,DTD,2021-04-21,Early,MIN,OAK,,,+1.5,7.5,3.7,3600,0.0,4.0,11.0,4.6,1.28
Mitch,Garver,C,,2021-04-21,Early,MIN,OAK,,,+1.5,7.5,3.7,4100,0.0,4.8,19.0,4.6,1.12
David,Dahl,OF,,2021-04-21,Early,TEX,LAA,,,+1.5,8.5,3.7,3500,0.0,4.0,8.0,4.6,1.31
Jurickson,Profar,1B,,2021-04-21,Early,SD,MIL,,,-1.5,7.5,4.4,2900,2.0,5.4,14.0,4.4,1.52
Yordan,Alvarez,OF,,2021-04-21,Early,HOU,COL,,,-1.5,10,5.4,4700,0.0,2.2,8.0,4.4,0.94
Travis,Blankenhorn,2B,,2021-04-21,Early,MIN,OAK,,,+1.5,7.5,3.7,2000,10.0,10.0,10.0,4.4,2.20
Yonathan,Daza,OF,,2021-04-21,Early,COL,HOU,,,+1.5,10,4.6,2300,0.0,6.0,11.0,4.3,1.87
Willie,Calhoun,OF,,2021-04-21,Early,TEX,LAA,,,+1.5,8.5,3.7,2800,0.0,4.0,7.0,4.2,1.50
Aramis,Garcia,C,,2021-04-21,Early,OAK,MIN,,,-1.5,7.5,3.8,2800,0.0,3.8,9.0,4.0,1.43
Derek,Fisher,OF,,2021-04-21,Early,MIL,SD,,,+1.5,7.5,3.2,2000,2.0,7.8,14.0,3.9,1.95
Sam,Huff,C,,2021-04-21,Early,TEX,LAA,,,+1.5,8.5,3.7,2700,6.0,11.4,18.0,3.8,1.41
Seth,Brown,OF,,2021-04-21,Early,OAK,MIN,,,-1.5,7.5,3.8,2400,0.0,5.0,13.0,3.7,1.54
Eli,White,OF,,2021-04-21,Early,TEX,LAA,,,+1.5,8.5,3.7,2800,0.0,2.8,4.0,3.6,1.29
Manny,Pina,C,,2021-04-21,Early,MIL,SD,,,+1.5,7.5,3.2,2900,0.0,5.6,22.0,3.6,1.24
Luis,Rengifo,2B,,2021-04-21,Early,LAA,TEX,,,-1.5,8.5,4.8,2500,0.0,5.4,18.0,3.6,1.44
Daniel,Vogelbach,1B,,2021-04-21,Early,MIL,SD,,,+1.5,7.5,3.2,2700,0.0,4.2,16.0,3.5,1.30
Anthony,Bemboom,C,,2021-04-21,Early,LAA,TEX,,,-1.5,8.5,4.8,2400,0.0,4.0,10.0,3.5,1.46
Austin,Dean,OF,,2021-04-21,Early,STL,WAS,,,+1.5,8,3.6,2400,0.0,4.0,10.0,3.5,1.46
Kyle,Tucker,OF,,2021-04-21,Early,HOU,COL,,,-1.5,10,5.4,4200,0.0,0.6,3.0,3.5,0.83
Tony,Kemp,2B,,2021-04-21,Early,OAK,MIN,,,-1.5,7.5,3.8,2300,0.0,4.2,9.0,3.4,1.48
Jordy,Mercer,2B,,2021-04-21,Early,WAS,STL,,,-1.5,8,4.4,3000,0.0,2.2,5.0,3.4,1.13
Leody,Taveras,OF,,2021-04-21,Early,TEX,LAA,,,+1.5,8.5,3.7,3000,0.0,2.2,8.0,3.4,1.13
Luis,Campusano,C,,2021-04-21,Early,SD,MIL,,,-1.5,7.5,4.4,2600,0.0,2.4,5.0,3.3,1.27
Ryan,Jeffers,C,,2021-04-21,Early,MIN,OAK,,,+1.5,7.5,3.7,2700,0.0,2.4,5.0,3.3,1.22
Jose,Rojas,3B,,2021-04-21,Early,LAA,TEX,,,-1.5,8.5,4.8,3000,0.0,2.0,8.0,3.3,1.10
Tommy,Pham,OF,,2021-04-21,Early,SD,MIL,,,-1.5,7.5,4.4,2500,0.0,3.8,14.0,3.3,1.32
Jace,Peterson,2B,,2021-04-21,Early,MIL,SD,,,+1.5,7.5,3.2,2100,0.0,3.8,7.0,3.2,1.52
Alex,Avila,C,,2021-04-21,Early,WAS,STL,,,-1.5,8,4.4,2600,0.0,2.4,10.0,3.1,1.19
Andrew,Knizner,C,,2021-04-21,Early,STL,WAS,,,+1.5,8,3.6,2500,0.0,2.4,9.0,3.1,1.24
Abraham,Toro,3B,,2021-04-21,Early,HOU,COL,,,-1.5,10,5.4,2900,0.0,1.4,3.0,2.9,1.00
Edmundo,Sosa,SS,,2021-04-21,Early,STL,WAS,,,+1.5,8,3.6,2700,0.0,1.4,5.0,2.8,1.04
Willians,Astudillo,1B,,2021-04-21,Early,MIN,OAK,,,+1.5,7.5,3.7,3200,0.0,0.6,3.0,2.7,0.84
Austin,Nola,1B,,2021-04-21,Early,SD,MIL,,,-1.5,7.5,4.4,3500,0.0,4.0,10.0,2.6,0.74
Alan,Trejo,SS,,2021-04-21,Early,COL,HOU,,,+1.5,10,4.6,2600,0.0,1.0,5.0,2.6,1.00
Brendan,Rodgers,2B,,2021-04-21,Early,COL,HOU,,,+1.5,10,4.6,2400,0.0,2.0,8.0,2.6,1.08
Elias,Diaz,C,,2021-04-21,Early,COL,HOU,,,+1.5,10,4.6,3000,0.0,0.4,2.0,2.5,0.83
Yadiel,Hernandez,OF,,2021-04-21,Early,WAS,STL,,,-1.5,8,4.4,2200,0.0,2.0,8.0,2.5,1.14
Vimael,Machin,2B,,2021-04-21,Early,OAK,MIN,,,-1.5,7.5,3.8,2100,0.0,3.0,10.0,2.5,1.19
Tyrone,Taylor,OF,,2021-04-21,Early,MIL,SD,,,+1.5,7.5,3.2,2000,0.0,3.8,12.0,2.4,1.20
JT,Riddle,2B,,2021-04-21,Early,MIN,OAK,,,+1.5,7.5,3.7,2000,0.0,3.0,7.0,2.4,1.20
Hernan,Perez,2B,,2021-04-21,Early,WAS,STL,,,-1.5,8,4.4,2600,0.0,0.4,2.0,2.3,0.88
Brent,Rooker,OF,,2021-04-21,Early,MIN,OAK,,,+1.5,7.5,3.7,2000,0.0,3.4,12.0,2.2,1.10
Scott,Schebler,OF,,2021-04-21,Early,LAA,TEX,,,-1.5,8.5,4.8,2000,0.0,3.3,10.0,2.2,1.10
Jorge,Mateo,2B,,2021-04-21,Early,SD,MIL,,,-1.5,7.5,4.4,2300,0.0,1.0,3.0,2.1,0.91
Sam,Hilliard,OF,,2021-04-21,Early,COL,HOU,,,+1.5,10,4.6,2700,0.0,0.0,0.0,2.1,0.78
Robel,Garcia,3B,,2021-04-21,Early,HOU,COL,,,-1.5,10,5.4,2100,0.0,1.4,3.0,2.0,0.95
Daniel,Robertson,2B,,2021-04-21,Early,MIL,SD,,,+1.5,7.5,3.2,2100,0.0,1.2,3.0,1.9,0.90
John,Nogowski,1B,,2021-04-21,Early,STL,WAS,,,+1.5,8,3.6,2000,0.0,0.4,2.0,1.1,0.55
Scott,Hurst,OF,,2021-04-21,Early,STL,WAS,,,+1.5,8,3.6,2000,0.0,0.0,0.0,0.9,0.45
Pete,Kozma,2B,O,2021-04-21,Early,OAK,MIN,,,-1.5,7.5,3.8,2000,,,,0.0,0.00
Tristen,Lutz,OF,O,2021-04-21,Early,MIL,SD,,,+1.5,7.5,3.2,2000,,,,0.0,0.00
Jose,Altuve,2B,O,2021-04-21,Early,HOU,COL,,,-1.5,10,5.4,4900,2.0,8.0,20.0,0.0,0.00
Josh,Jung,3B,O,2021-04-21,Early,TEX,LAA,,,+1.5,8.5,3.7,2000,,,,0.0,0.00
Freddy,Zamora,SS,O,2021-04-21,Early,MIL,SD,,,+1.5,7.5,3.2,2000,,,,0.0,0.00
Andrelton,Simmons,SS,O,2021-04-21,Early,MIN,OAK,,,+1.5,7.5,3.7,3900,0.0,6.8,21.0,0.0,0.00
Andy,Ibanez,2B,O,2021-04-21,Early,TEX,LAA,,,+1.5,8.5,3.7,2400,,,,0.0,0.00
Max,Kepler,OF,O,2021-04-21,Early,MIN,OAK,,,+1.5,7.5,3.7,3700,0.0,6.4,10.0,0.0,0.00
Greg,Bird,1B,O,2021-04-21,Early,COL,HOU,,,+1.5,10,4.6,2400,,,,0.0,0.00
Frank,Schwindel,1B,O,2021-04-21,Early,OAK,MIN,,,-1.5,7.5,3.8,2000,,,,0.0,0.00
Blake,Swihart,C,O,2021-04-21,Early,WAS,STL,,,-1.5,8,4.4,2100,,,,0.0,0.00
Cody,Thomas,OF,O,2021-04-21,Early,OAK,MIN,,,-1.5,7.5,3.8,2000,,,,0.0,0.00
Ian,Desmond,OF,O,2021-04-21,Early,COL,HOU,,,+1.5,10,4.6,2000,,,,0.0,0.00
Jeremy,Pena,SS,O,2021-04-21,Early,HOU,COL,,,-1.5,10,5.4,2000,,,,0.0,0.00
Adrian,Sanchez,2B,O,2021-04-21,Early,WAS,STL,,,-1.5,8,4.4,2100,,,,0.0,0.00
Buddy,Reed,OF,O,2021-04-21,Early,OAK,MIN,,,-1.5,7.5,3.8,2000,,,,0.0,0.00
Pablo,Reyes,2B,O,2021-04-21,Early,MIL,SD,,,+1.5,7.5,3.2,2000,,,,0.0,0.00
Kyle,Garlick,OF,O,2021-04-21,Early,MIN,OAK,,,+1.5,7.5,3.7,2400,0.0,3.4,8.0,0.0,0.00
Connor,Joe,OF,O,2021-04-21,Early,COL,HOU,,,+1.5,10,4.6,2000,,,,0.0,0.00
