first_name,last_name,position,injury_status,game_date,slate,team,opp,confirmed_order,starting_pitcher,hand,spread,over_under,implied_team_score,salary,L5_ppg_floor,L5_ppg_avg,L5_ppg_max,ppg_projection,value_projection,ppg_actual,value_actual
Kevin,Gausman,P,,2023-05-26,,TOR,MIN,,YES,R,-1.5,7.5,4.1,10300,-7.6,20.9,37.6,21.6,2.10
Mitch,Keller,P,,2023-05-26,,PIT,SEA,,YES,R,+1.5,7,3.2,10100,21.7,32.2,43.4,20.0,1.98
Freddy,Peralta,P,,2023-05-26,,MIL,SF,,YES,R,-1.5,8,4.3,8800,0.9,17.6,26.5,18.5,2.10
Hunter,Brown,P,,2023-05-26,,HOU,OAK,,YES,R,-1.5,8.5,5.3,9900,1.2,18.0,33.4,17.8,1.80
George,Kirby,P,,2023-05-26,,SEA,PIT,,YES,R,-1.5,7,3.8,9300,13.0,22.8,34.2,17.7,1.90
Chris,Sale,P,,2023-05-26,,BOS,ARI,,YES,L,-1.5,9,4.8,9000,-4.8,18.5,31.6,16.9,1.88
Shane,Bieber,P,,2023-05-26,,CLE,STL,,YES,R,-1.5,7.5,3.8,9200,0.3,17.1,30.7,16.5,1.79
Jesus,Luzardo,P,,2023-05-26,,MIA,LAA,,YES,L,+1.5,8,3.7,9500,9.7,16.1,21.9,16.1,1.69
Grayson,Rodriguez,P,,2023-05-26,,BAL,TEX,,YES,R,-1.5,8.5,4.4,8300,-10.2,9.5,31.5,16.0,1.93
Joe,Musgrove,P,,2023-05-26,,SD,NYY,,YES,R,-1.5,9,4.6,7500,-5.2,9.5,18.3,14.6,1.95
Max,Scherzer,P,,2023-05-26,,NYM,COL,,YES,R,-1.5,11.5,6.7,9200,-4.4,15.1,24.9,14.6,1.59
Reid,Detmers,P,,2023-05-26,,LAA,MIA,,YES,L,-1.5,8,4.3,7700,8.5,14.1,26.7,14.3,1.86
Alex,Wood,P,,2023-05-26,,SF,MIL,,YES,L,+1.5,8,3.8,6300,-2.0,8.1,17.1,14.2,2.25
Jon,Gray,P,,2023-05-26,,TEX,BAL,,YES,R,+1.5,8.5,4.1,8100,2.1,18.3,31.4,13.1,1.62
Taijuan,Walker,P,,2023-05-26,,PHI,ATL,,YES,R,+1.5,10,4.5,7300,-9.2,7.3,25.7,12.8,1.75
