first_name,last_name,position,injury_status,game_date,slate,team,opp,confirmed_order,starting_pitcher,hand,spread,over_under,implied_team_score,salary,L5_ppg_floor,L5_ppg_avg,L5_ppg_max,ppg_projection,value_projection,ppg_actual,value_actual
Hunter,Brown,P,,2023-05-31,,HOU,MIN,,YES,R,-1.5,8,4.5,10000,1.2,17.8,32.8,19.2,1.92
George,Kirby,P,,2023-05-31,,SEA,NYY,,YES,R,-1.5,7.5,4,9400,-2.6,16.9,34.2,16.5,1.76
Aaron,Nola,P,,2023-05-31,,PHI,NYM,,YES,R,-1.5,8.5,4.3,9100,11.5,17.7,32.8,16.4,1.80
Clarke,Schmidt,P,,2023-05-31,,NYY,SEA,,YES,R,+1.5,7.5,3.5,7700,0.1,13.6,23.3,14.6,1.90
Louie,Varland,P,,2023-05-31,,MIN,HOU,,YES,R,+1.5,8,3.5,8300,8.1,14.1,22.7,14.2,1.71
James,Paxton,P,,2023-05-31,,BOS,CIN,,YES,L,-1.5,10.5,5.9,8500,2.6,12.5,22.3,13.7,1.61
Alek,Manoah,P,,2023-05-31,,TOR,MIL,,YES,R,-1.5,10,5.5,6900,-2.8,5.0,13.5,13.6,1.97
Dinelson,Lamet,P,,2023-05-31,,COL,ARI,,YES,R,+1.5,10,4.4,5100,-12.2,-2.1,5.1,12.4,2.43
Carlos,Carrasco,P,,2023-05-31,,NYM,PHI,,YES,R,+1.5,8.5,4.2,6400,-6.0,5.9,19.8,12.3,1.92
Tommy,Henry,P,,2023-05-31,,ARI,COL,,YES,L,-1.5,10,5.6,5700,1.9,8.9,18.1,12.0,2.11
Luke,Weaver,P,,2023-05-31,,CIN,BOS,,YES,R,+1.5,10.5,4.7,7900,0.6,11.1,23.3,10.6,1.34
Rafael,Devers,3B,,2023-05-31,,BOS,CIN,2,,L,-1.5,10.5,5.9,6100,0.0,3.6,12.0,10.5,1.72
Bryce,Harper,OF,,2023-05-31,,PHI,NYM,3,,L,-1.5,8.5,4.3,5800,0.0,7.4,22.0,10.4,1.79
Yordan,Alvarez,OF,,2023-05-31,,HOU,MIN,3,,L,-1.5,8,4.5,6000,4.0,9.4,28.0,10.2,1.70
Corbin,Carroll,OF,,2023-05-31,,ARI,COL,3,,L,-1.5,10,5.6,5200,0.0,10.6,28.0,10.1,1.94
Bo,Bichette,SS,,2023-05-31,,TOR,MIL,2,,R,-1.5,10,5.5,5000,2.0,13.0,31.0,9.7,1.94
Randal,Grichuk,OF,,2023-05-31,,COL,ARI,4,,R,+1.5,10,4.4,3900,0.0,8.4,17.0,9.4,2.41
Jose,Altuve,2B,,2023-05-31,,HOU,MIN,1,,R,-1.5,8,4.5,5200,2.0,13.6,22.0,9.3,1.79
Vladimir,Guerrero Jr.,1B,,2023-05-31,,TOR,MIL,3,,R,-1.5,10,5.5,5100,0.0,3.8,13.0,9.3,1.82
George,Springer,OF,,2023-05-31,,TOR,MIL,1,,R,-1.5,10,5.5,4800,2.0,7.6,12.0,9.3,1.94
Aaron,Judge,OF,,2023-05-31,,NYY,SEA,2,,R,+1.5,7.5,3.5,6200,5.0,17.6,39.0,9.3,1.50
Masataka,Yoshida,OF,,2023-05-31,,BOS,CIN,4,,L,-1.5,10.5,5.9,5500,0.0,8.0,15.0,9.3,1.69
Pete,Alonso,1B,,2023-05-31,,NYM,PHI,4,,R,+1.5,8.5,4.2,5700,0.0,13.6,32.0,9.1,1.60
Trea,Turner,SS,,2023-05-31,,PHI,NYM,2,,R,-1.5,8.5,4.3,5000,0.0,5.6,15.0,9.1,1.82
Alex,Verdugo,OF,,2023-05-31,,BOS,CIN,1,,L,-1.5,10.5,5.9,5000,0.0,5.4,15.0,9.1,1.82
Kyle,Tucker,OF,,2023-05-31,,HOU,MIN,5,,L,-1.5,8,4.5,5300,0.0,4.0,8.0,9.0,1.70
Spencer,Steer,1B,,2023-05-31,,CIN,BOS,4,,R,+1.5,10.5,4.7,3800,4.0,12.6,20.0,9.0,2.37
Justin,Turner,1B,,2023-05-31,,BOS,CIN,3,,R,-1.5,10.5,5.9,3600,0.0,7.6,17.0,8.8,2.44
Kris,Bryant,OF,,2023-05-31,,COL,ARI,2,,R,+1.5,10,4.4,4400,0.0,4.4,11.0,8.8,2.00
Jarred,Kelenic,OF,,2023-05-31,,SEA,NYY,4,,L,-1.5,7.5,4,4900,0.0,6.6,13.0,8.8,1.80
Jarren,Duran,OF,,2023-05-31,,BOS,CIN,6,,L,-1.5,10.5,5.9,3700,0.0,2.6,7.0,8.7,2.35
Julio,Rodriguez,OF,,2023-05-31,,SEA,NYY,3,,R,-1.5,7.5,4,5900,0.0,15.2,21.0,8.6,1.46
Ketel,Marte,2B,,2023-05-31,,ARI,COL,2,,S,-1.5,10,5.6,4800,3.0,10.4,14.0,8.6,1.79
Kyle,Schwarber,OF,,2023-05-31,,PHI,NYM,5,,L,-1.5,8.5,4.3,4600,0.0,6.6,18.0,8.6,1.87
Christian,Walker,1B,,2023-05-31,,ARI,COL,4,,R,-1.5,10,5.6,4500,0.0,3.8,6.0,8.5,1.89
Jonathan,India,2B,,2023-05-31,,CIN,BOS,3,,R,+1.5,10.5,4.7,5600,0.0,11.2,37.0,8.4,1.50
Tyler,Stephenson,C,,2023-05-31,,CIN,BOS,5,,R,+1.5,10.5,4.7,4300,0.0,9.0,17.0,8.4,1.95
Ryan,McMahon,3B,,2023-05-31,,COL,ARI,5,,L,+1.5,10,4.4,4500,5.0,22.0,36.0,8.4,1.87
Nick,Castellanos,OF,,2023-05-31,,PHI,NYM,4,,R,-1.5,8.5,4.3,4400,0.0,8.0,17.0,8.3,1.89
Rowdy,Tellez,1B,,2023-05-31,,MIL,TOR,3,,L,+1.5,10,4.5,4200,0.0,2.2,3.0,8.2,1.95
Elias,Diaz,C,,2023-05-31,,COL,ARI,3,,R,+1.5,10,4.4,4900,0.0,7.2,16.0,8.2,1.67
J.T.,Realmuto,C,,2023-05-31,,PHI,NYM,6,,R,-1.5,8.5,4.3,4700,0.0,4.0,7.0,8.2,1.74
Jake,McCarthy,OF,,2023-05-31,,ARI,COL,8,,L,-1.5,10,5.6,3000,0.0,10.4,24.0,8.2,2.73
