first_name,last_name,position,injury_status,game_date,slate,team,opp,confirmed_order,starting_pitcher,spread,over_under,implied_team_score,salary,L5_ppg_floor,L5_ppg_avg,L5_ppg_max,ppg_projection,value_projection,ppg_actual,value_actual
Carlos,Carrasco,P,,2021-09-02,,NYM,MIA,,YES,-1.5,7,3.9,8000,-5.7,10.5,20.0,19.9,2.49
Shane,McClanahan,P,,2021-09-02,,TB,BOS,,YES,-1.5,7.5,4.2,10100,0.0,0.0,0.0,19.2,1.90
Sandy,Alcantara,P,,2021-09-02,,MIA,NYM,,YES,+1.5,7,3.2,8200,-18.0,21.3,37.6,15.8,1.93
Eduardo,Rodriguez,P,,2021-09-02,,BOS,TB,,YES,+1.5,7.5,3.3,9000,-2.2,17.6,31.7,15.8,1.76
Mike,Minor,P,,2021-09-02,,KC,CLE,,YES,+1.5,8.5,4.3,7200,9.3,12.8,17.3,15.6,2.17
Triston,McKenzie,P,,2021-09-02,,CLE,KC,,YES,-1.5,8.5,4.3,9300,-3.2,20.7,43.4,14.5,1.56
Mitch,Keller,P,,2021-09-02,,PIT,CHC,,YES,+1.5,8,3.8,6200,-3.9,7.1,23.1,14.0,2.26
Touki,Toussaint,P,,2021-09-02,,ATL,COL,,,-1.5,12.5,6.9,8000,1.7,14.3,28.7,12.9,1.61
Keegan,Thompson,P,,2021-09-02,,CHC,PIT,,YES,-1.5,8,4.2,5600,0.0,0.0,0.0,12.7,2.27
Freddie,Freeman,1B,,2021-09-02,,ATL,COL,,,-1.5,12.5,6.9,5900,0.0,6.2,15.0,12.7,2.15
Austin,Riley,3B,,2021-09-02,,ATL,COL,,,-1.5,12.5,6.9,5600,0.0,5.2,9.0,11.5,2.05
Jorge,Soler,OF,,2021-09-02,,ATL,COL,,,-1.5,12.5,6.9,4000,0.0,4.4,12.0,11.2,2.80
Joc,Pederson,OF,,2021-09-02,,ATL,COL,,,-1.5,12.5,6.9,3900,0.0,4.0,9.0,11.1,2.85
Dansby,Swanson,SS,,2021-09-02,,ATL,COL,,,-1.5,12.5,6.9,5600,0.0,3.8,7.0,10.8,1.93
Adam,Duvall,OF,,2021-09-02,,ATL,COL,,,-1.5,12.5,6.9,4600,0.0,2.6,10.0,10.7,2.33
Jose,Ramirez,3B,,2021-09-02,,CLE,KC,3,,-1.5,8.5,4.3,5900,0.0,8.4,19.0,10.1,1.71
Travis,d'Arnaud,C,,2021-09-02,,ATL,COL,,,-1.5,12.5,6.9,4300,0.0,4.0,10.0,9.8,2.28
Nelson,Cruz,1B,,2021-09-02,,TB,BOS,2,,-1.5,7.5,4.2,5400,0.0,5.2,12.0,9.4,1.74
Salvador,Perez,C,,2021-09-02,,KC,CLE,3,,+1.5,8.5,4.3,5900,0.0,9.6,21.0,9.3,1.58
Patrick,Wisdom,3B,,2021-09-02,,CHC,PIT,4,,-1.5,8,4.2,4700,0.0,9.2,22.0,9.1,1.94
Rafael,Ortega,OF,,2021-09-02,,CHC,PIT,1,,-1.5,8,4.2,4100,0.0,5.2,15.0,9.0,2.20
Randy,Arozarena,OF,,2021-09-02,,TB,BOS,1,,-1.5,7.5,4.2,4500,2.0,8.2,17.0,9.0,2.00
C.J.,Cron,1B,,2021-09-02,,COL,ATL,5,,+1.5,12.5,5.6,5300,0.0,7.8,16.0,8.9,1.68
Bryan,Reynolds,OF,,2021-09-02,,PIT,CHC,3,,+1.5,8,3.8,3800,0.0,4.8,9.0,8.8,2.32
Ian,Happ,OF,,2021-09-02,,CHC,PIT,3,,-1.5,8,4.2,4400,0.0,7.8,21.0,8.8,2.00
Connor,Joe,OF,,2021-09-02,,COL,ATL,1,,+1.5,12.5,5.6,4400,0.0,6.2,15.0,8.6,1.95
Franmil,Reyes,OF,,2021-09-02,,CLE,KC,4,,-1.5,8.5,4.3,5000,0.0,6.4,17.0,8.6,1.72
Whit,Merrifield,2B,,2021-09-02,,KC,CLE,1,,+1.5,8.5,4.3,4800,0.0,8.4,22.0,8.6,1.79
Charlie,Blackmon,OF,,2021-09-02,,COL,ATL,3,,+1.5,12.5,5.6,5200,0.0,4.4,14.0,8.5,1.63
Ben,Gamel,OF,,2021-09-02,,PIT,CHC,2,,+1.5,8,3.8,2200,0.0,4.6,12.0,8.3,3.77
Brendan,Rodgers,2B,,2021-09-02,,COL,ATL,2,,+1.5,12.5,5.6,4600,0.0,7.2,23.0,8.2,1.78
Trevor,Story,SS,,2021-09-02,,COL,ATL,4,,+1.5,12.5,5.6,5500,2.0,9.2,16.0,8.2,1.49
Wander,Franco,SS,,2021-09-02,,TB,BOS,3,,-1.5,7.5,4.2,5100,3.0,10.0,17.0,8.2,1.61
Frank,Schwindel,1B,,2021-09-02,,CHC,PIT,2,,-1.5,8,4.2,3300,0.0,6.6,11.0,8.1,2.45
Ryan,McMahon,3B,,2021-09-02,,COL,ATL,6,,+1.5,12.5,5.6,4600,0.0,3.6,9.0,7.9,1.72
Brandon,Nimmo,OF,,2021-09-02,,NYM,MIA,2,,-1.5,7,3.9,3600,0.0,6.6,13.0,7.9,2.19
Amed,Rosario,SS,,2021-09-02,,CLE,KC,2,,-1.5,8.5,4.3,4300,0.0,8.4,29.0,7.9,1.84
Rafael,Devers,3B,,2021-09-02,,BOS,TB,4,,+1.5,7.5,3.3,5800,0.0,7.0,14.0,7.7,1.33
Francisco,Lindor,SS,,2021-09-02,,NYM,MIA,3,,-1.5,7,3.9,4800,0.0,8.2,14.0,7.7,1.60
Michael,Conforto,OF,,2021-09-02,,NYM,MIA,5,,-1.5,7,3.9,3200,0.0,5.6,13.0,7.6,2.38
Brandon,Lowe,2B,,2021-09-02,,TB,BOS,6,,-1.5,7.5,4.2,5200,0.0,7.6,18.0,7.6,1.46
Ehire,Adrianza,3B,,2021-09-02,,ATL,COL,,,-1.5,12.5,6.9,2000,0.0,1.4,3.0,7.6,3.80
Carlos,Santana,1B,,2021-09-02,,KC,CLE,5,,+1.5,8.5,4.3,2700,0.0,2.0,5.0,7.5,2.78
Sam,Hilliard,OF,,2021-09-02,,COL,ATL,8,,+1.5,12.5,5.6,2400,0.0,5.2,10.0,7.5,3.13
Jason,Heyward,OF,,2021-09-02,,CHC,PIT,6,,-1.5,8,4.2,3300,3.0,7.2,17.0,7.5,2.27
Colin,Moran,1B,,2021-09-02,,PIT,CHC,4,,+1.5,8,3.8,3400,3.0,4.6,9.0,7.4,2.18
