first_name,last_name,position,injury_status,game_date,slate,team,opp,confirmed_order,starting_pitcher,spread,over_under,implied_team_score,salary,L5_ppg_floor,L5_ppg_avg,L5_ppg_max,ppg_projection,value_projection,ppg_actual,value_actual
Max,Scherzer,P,,2021-05-30,,WAS,MIL,,YES,-1.5,6,3.1,10800,21.9,31.1,40.2,23.8,2.20
Lucas,Giolito,P,,2021-05-30,,CWS,BAL,,YES,-1.5,8.5,5.1,9600,12.7,21.6,39.0,23.5,2.45
Brandon,Woodruff,P,,2021-05-30,,MIL,WAS,,YES,+1.5,6,3,10100,18.6,27.0,34.0,20.7,2.05
Tyler,Mahle,P,,2021-05-30,,CIN,CHC,,YES,+1.5,8.5,4.2,7900,-10.9,12.3,29.7,17.7,2.24
Zach,Eflin,P,,2021-05-30,,PHI,TB,,YES,+1.5,7.5,3.5,9300,14.7,18.9,28.4,17.4,1.87
Blake,Snell,P,,2021-05-30,,SD,HOU,,YES,+1.5,8.5,4.2,9100,6.4,15.3,28.3,16.3,1.79
Sandy,Alcantara,P,,2021-05-30,,MIA,BOS,,YES,+1.5,7.5,3.4,10500,-12.9,18.7,40.5,15.7,1.50
Zack,Greinke,P,,2021-05-30,,HOU,SD,,YES,-1.5,8.5,4.3,8300,3.6,12.9,23.1,14.4,1.73
Aaron,Civale,P,,2021-05-30,,CLE,TOR,,YES,+1.5,5,2.4,8700,3.7,18.7,28.8,13.7,1.57
Jake,Arrieta,P,,2021-05-30,,CHC,CIN,,YES,-1.5,8.5,4.3,8100,-7.8,7.2,26.7,13.0,1.60
Matt,Shoemaker,P,,2021-05-30,,MIN,KC,,YES,-1.5,9,4.8,5300,-15.0,7.1,21.7,12.3,2.32
Kyle,Freeland,P,,2021-05-30,,COL,PIT,,YES,+1.5,7.5,3.7,5800,-9.3,6.7,13.9,12.3,2.12
Tarik,Skubal,P,,2021-05-30,,DET,NYY,,YES,+1.5,9,4,6000,-3.5,11.6,21.1,12.2,2.03
Keegan,Akin,P,,2021-05-30,,BAL,CWS,,YES,+1.5,8.5,3.4,4200,0.6,4.8,7.2,11.9,2.83
Ross,Stripling,P,,2021-05-30,,TOR,CLE,,YES,-1.5,5,2.6,5600,0.0,5.5,27.4,11.7,2.09
Brad,Keller,P,,2021-05-30,,KC,MIN,,YES,+1.5,9,4.3,5500,7.0,15.7,27.0,11.3,2.05
Aaron,Judge,OF,,2021-05-30,,NYY,DET,3,,-1.5,9,5,5800,0.0,5.8,13.0,11.0,1.90
Giancarlo,Stanton,OF,,2021-05-30,,NYY,DET,2,,-1.5,9,5,4300,0.0,4.4,10.0,10.8,2.51
Tim,Anderson,SS,,2021-05-30,,CWS,BAL,1,,-1.5,8.5,5.1,5500,2.0,8.2,19.0,10.0,1.82
Chase,De Jong,P,,2021-05-30,,PIT,COL,,YES,-1.5,7.5,3.8,4600,0.0,0.0,0.0,9.9,2.15
Fernando,Tatis Jr.,SS,,2021-05-30,,SD,HOU,4,,+1.5,8.5,4.2,5800,2.0,13.8,23.0,9.8,1.69
Jesse,Winker,OF,,2021-05-30,,CIN,CHC,2,,+1.5,8.5,4.2,4800,0.0,5.6,14.0,9.7,2.02
DJ,LeMahieu,2B,,2021-05-30,,NYY,DET,1,,-1.5,9,5,4800,0.0,3.4,7.0,9.7,2.02
Jose,Abreu,1B,,2021-05-30,,CWS,BAL,4,,-1.5,8.5,5.1,6200,4.0,11.8,22.0,9.5,1.53
Gleyber,Torres,SS,,2021-05-30,,NYY,DET,5,,-1.5,9,5,4300,0.0,4.6,13.0,8.9,2.07
Christian,Yelich,OF,,2021-05-30,,MIL,WAS,3,,+1.5,6,3,5300,0.0,7.2,16.0,8.8,1.66
Eugenio,Suarez,3B,,2021-05-30,,CIN,CHC,1,,+1.5,8.5,4.2,4100,0.0,6.6,11.0,8.8,2.15
Carlos,Santana,1B,,2021-05-30,,KC,MIN,2,,+1.5,9,4.3,4100,0.0,4.6,9.0,8.8,2.15
Gary,Sanchez,C,,2021-05-30,,NYY,DET,6,,-1.5,9,5,4300,0.0,3.8,10.0,8.7,2.02
Adalberto,Mondesi,SS,,2021-05-30,,KC,MIN,5,,+1.5,9,4.3,3600,0.0,9.8,17.0,8.7,2.42
Brandon,Lowe,2B,,2021-05-30,,TB,PHI,2,,-1.5,7.5,4,5000,0.0,6.8,20.0,8.6,1.72
Jose,Ramirez,3B,,2021-05-30,,CLE,TOR,3,,+1.5,5,2.4,4900,2.0,6.2,15.0,8.6,1.76
Alex,Bregman,3B,,2021-05-30,,HOU,SD,3,,-1.5,8.5,4.3,4600,2.0,6.6,12.0,8.6,1.87
Nelson,Cruz,OF,,2021-05-30,,MIN,KC,4,,-1.5,9,4.8,5000,2.0,6.2,10.0,8.6,1.72
Jorge,Polanco,2B,,2021-05-30,,MIN,KC,1,,-1.5,9,4.8,4500,0.0,7.2,15.0,8.5,1.89
Yermin,Mercedes,C,,2021-05-30,,CWS,BAL,5,,-1.5,8.5,5.1,5900,0.0,4.8,14.0,8.5,1.44
Kris,Bryant,1B,,2021-05-30,,CHC,CIN,2,,-1.5,8.5,4.3,6100,3.0,8.6,13.0,8.5,1.39
Joc,Pederson,OF,,2021-05-30,,CHC,CIN,1,,-1.5,8.5,4.3,5600,0.0,7.6,24.0,8.5,1.52
Austin,Meadows,OF,,2021-05-30,,TB,PHI,4,,-1.5,7.5,4,5400,0.0,11.6,26.0,8.4,1.56
Whit,Merrifield,2B,,2021-05-30,,KC,MIN,1,,+1.5,9,4.3,5200,0.0,6.8,21.0,8.4,1.62
Gio,Urshela,3B,,2021-05-30,,NYY,DET,4,,-1.5,9,5,3900,2.0,4.8,10.0,8.3,2.13
Juan,Soto,OF,,2021-05-30,,WAS,MIL,1,,-1.5,6,3.1,6200,0.0,3.8,9.0,8.3,1.34
Salvador,Perez,C,,2021-05-30,,KC,MIN,4,,+1.5,9,4.3,4800,0.0,6.4,13.0,8.3,1.73
Rhys,Hoskins,1B,,2021-05-30,,PHI,TB,3,,+1.5,7.5,3.5,4200,3.0,8.2,13.0,8.2,1.95
Jose,Altuve,2B,,2021-05-30,,HOU,SD,1,,-1.5,8.5,4.3,4600,0.0,6.2,14.0,8.2,1.78
Yoan,Moncada,3B,,2021-05-30,,CWS,BAL,3,,-1.5,8.5,5.1,6200,0.0,8.4,17.0,8.2,1.32
Andrew,Benintendi,OF,,2021-05-30,,KC,MIN,3,,+1.5,9,4.3,3500,0.0,3.4,7.0,8.2,2.34
Trea,Turner,SS,,2021-05-30,,WAS,MIL,2,,-1.5,6,3.1,6300,0.0,9.6,19.0,8.1,1.29
Charlie,Blackmon,OF,,2021-05-30,,COL,PIT,4,,+1.5,7.5,3.7,5500,0.0,2.8,7.0,8.1,1.47
Alex,Kirilloff,1B,,2021-05-30,,MIN,KC,3,,-1.5,9,4.8,4000,0.0,6.2,18.0,8.1,2.03
Bryan,Reynolds,OF,,2021-05-30,,PIT,COL,3,,-1.5,7.5,3.8,3800,0.0,5.6,12.0,8.1,2.13
Randy,Arozarena,OF,,2021-05-30,,TB,PHI,1,,-1.5,7.5,4,6000,0.0,7.0,26.0,8.1,1.35
Josh,Donaldson,3B,,2021-05-30,,MIN,KC,2,,-1.5,9,4.8,3800,0.0,4.6,9.0,8.1,2.13
Raimel,Tapia,OF,,2021-05-30,,COL,PIT,1,,+1.5,7.5,3.7,4900,0.0,1.0,5.0,8.0,1.63
Nick,Madrigal,2B,,2021-05-30,,CWS,BAL,2,,-1.5,8.5,5.1,4700,0.0,10.2,15.0,8.0,1.70
J.T.,Realmuto,C,,2021-05-30,,PHI,TB,4,,+1.5,7.5,3.5,4100,0.0,6.6,10.0,8.0,1.95
Michael,King,P,,2021-05-30,,NYY,DET,,YES,-1.5,9,5,4000,0.0,0.0,0.0,8.0,2.00
Jean,Segura,2B,,2021-05-30,,PHI,TB,2,,+1.5,7.5,3.5,4400,0.0,7.4,20.0,7.9,1.80
Andrew,McCutchen,OF,,2021-05-30,,PHI,TB,6,,+1.5,7.5,3.5,4100,0.0,3.2,14.0,7.9,1.93
Trey,Mancini,1B,,2021-05-30,,BAL,CWS,3,,+1.5,8.5,3.4,5600,2.0,8.4,17.0,7.9,1.41
Vladimir,Guerrero Jr.,1B,,2021-05-30,,TOR,CLE,3,,-1.5,5,2.6,5700,2.0,8.0,16.0,7.9,1.39
Nick,Castellanos,OF,,2021-05-30,,CIN,CHC,3,,+1.5,8.5,4.2,4700,6.0,12.6,29.0,7.9,1.68
Jon,Berti,2B,,2021-05-30,,MIA,BOS,1,,+1.5,7.5,3.4,3400,0.0,5.2,16.0,7.8,2.29
Tyler,Naquin,OF,,2021-05-30,,CIN,CHC,5,,+1.5,8.5,4.2,3700,0.0,4.6,10.0,7.7,2.08
Garrett,Cooper,1B,,2021-05-30,,MIA,BOS,4,,+1.5,7.5,3.4,3200,2.0,6.6,15.0,7.7,2.41
Adam,Frazier,2B,,2021-05-30,,PIT,COL,1,,-1.5,7.5,3.8,4100,0.0,6.0,12.0,7.7,1.88
