first_name,last_name,position,injury_status,game_date,slate,team,opp,confirmed_order,starting_pitcher,hand,spread,over_under,implied_team_score,salary,L5_ppg_floor,L5_ppg_avg,L5_ppg_max,ppg_projection,value_projection,ppg_actual,value_actual
Spencer,Strider,P,,2023-08-07,,ATL,PIT,,YES,R,-1.5,9,5.6,12800,18.7,27.8,36.7,24.8,1.94
Gerrit,Cole,P,,2023-08-07,,NYY,CWS,,YES,R,-1.5,7.5,4.2,11300,20.4,26.1,31.7,20.0,1.77
Freddy,Peralta,P,,2023-08-07,,MIL,COL,,YES,R,-1.5,8.5,5.1,9600,3.9,22.1,37.1,18.8,1.96
Kodai,Senga,P,,2023-08-07,,NYM,CHC,,YES,R,-1.5,9,4.6,10000,9.9,22.9,41.0,18.3,1.83
Logan,Webb,P,,2023-08-07,,SF,LAA,,YES,R,-1.5,8.5,4.4,9800,-9.1,19.9,45.1,17.9,1.83
Dylan,Cease,P,,2023-08-07,,CWS,NYY,,YES,R,+1.5,7.5,3.3,8500,-15.3,10.6,26.5,16.4,1.93
Brayan,Bello,P,,2023-08-07,,BOS,KC,,YES,R,-1.5,9.5,5.6,9000,-1.2,12.4,17.5,14.3,1.59
Dane,Dunning,P,,2023-08-07,,TEX,OAK,,YES,R,-1.5,9,5.4,7200,-6.7,12.4,37.8,14.3,1.99
Patrick,Sandoval,P,,2023-08-07,,LAA,SF,,YES,L,+1.5,8.5,4.1,7000,7.3,15.2,29.0,13.0,1.86
Hyun Jin,Ryu,P,,2023-08-07,,TOR,CLE,,YES,L,-1.5,8.5,4.5,6500,3.3,10.1,19.9,12.6,1.94
Gavin,Williams,P,,2023-08-07,,CLE,TOR,,YES,R,+1.5,8.5,4,7400,7.6,13.4,18.3,12.2,1.65
Drew,Smyly,P,,2023-08-07,,CHC,NYM,,YES,L,+1.5,9,4.4,6800,1.0,9.9,21.4,11.9,1.75
Ronald,Acuna Jr.,OF,,2023-08-07,,ATL,PIT,1,,R,-1.5,9,5.6,6600,4.0,18.2,34.0,11.6,1.76
Aaron,Judge,OF,,2023-08-07,,NYY,CWS,2,,R,-1.5,7.5,4.2,6400,0.0,2.6,6.0,11.4,1.78
Christian,Yelich,OF,,2023-08-07,,MIL,COL,1,,L,-1.5,8.5,5.1,5600,0.0,8.6,15.0,11.2,2.00
Marcus,Semien,2B,,2023-08-07,,TEX,OAK,1,,R,-1.5,9,5.4,6100,9.0,17.4,25.0,10.9,1.79
Adolis,Garcia,OF,,2023-08-07,,TEX,OAK,4,,R,-1.5,9,5.4,5800,5.0,15.6,35.0,10.7,1.84
Corey,Seager,SS,,2023-08-07,,TEX,OAK,2,,L,-1.5,9,5.4,6300,0.0,16.6,23.0,10.2,1.62
Ozzie,Albies,2B,,2023-08-07,,ATL,PIT,2,,S,-1.5,9,5.6,5600,5.0,12.6,21.0,10.1,1.80
Matt,Olson,1B,,2023-08-07,,ATL,PIT,4,,L,-1.5,9,5.6,6200,4.0,14.4,23.0,10.1,1.63
Sal,Frelick,OF,,2023-08-07,,MIL,COL,5,,L,-1.5,8.5,5.1,4200,0.0,9.8,33.0,9.9,2.36
Ken,Waldichuk,P,,2023-08-07,,OAK,TEX,,YES,L,+1.5,9,3.6,5400,1.3,8.5,19.7,9.7,1.80
Ezequiel,Duran,OF,,2023-08-07,,TEX,OAK,5,,R,-1.5,9,5.4,3700,0.0,3.8,16.0,9.7,2.62
Zack,Gelof,2B,,2023-08-07,,OAK,TEX,3,,R,+1.5,9,3.6,4300,2.0,11.6,20.0,9.6,2.23
Rob,Refsnyder,OF,,2023-08-07,,BOS,KC,1,,R,-1.5,9.5,5.6,2700,0.0,2.4,5.0,9.6,3.56
