first_name,last_name,position,injury_status,game_date,slate,team,opp,confirmed_order,starting_pitcher,spread,over_under,implied_team_score,salary,L5_ppg_floor,L5_ppg_avg,L5_ppg_max,ppg_projection,value_projection,ppg_actual,value_actual
Corbin,Burnes,P,,2021-04-20,,MIL,SD,,,+1.5,6.5,3.2,10800,0.0,2.0,7.0,19.6,1.81
Luis,Castillo,P,,2021-04-20,,CIN,ARI,,,-1.5,7.5,4,6600,-15.0,10.3,28.8,19.0,2.88
Zack,Wheeler,P,,2021-04-20,,PHI,SF,,,-1.5,8.5,4.7,9800,4.9,21.6,56.2,19.0,1.94
Shohei,Ohtani,P,,2021-04-20,,LAA,TEX,,,-1.5,8.5,4.9,7500,0.0,9.8,29.0,18.8,2.51
Chris,Paddack,P,,2021-04-20,,SD,MIL,,,-1.5,6.5,3.3,10000,-10.1,3.5,17.1,18.2,1.82
Zac,Gallen,P,,2021-04-20,,ARI,CIN,,,+1.5,7.5,3.5,8900,2.1,18.5,33.3,18.0,2.02
Hyun Jin,Ryu,P,,2021-04-20,,TOR,BOS,,,+1.5,8,4,8700,-2.7,17.2,29.0,16.8,1.93
Charlie,Morton,P,,2021-04-20,,ATL,NYY,,,+1.5,9,4.3,8100,10.5,21.1,31.5,16.1,1.99
Patrick,Corbin,P,,2021-04-20,,WAS,STL,,,-1.5,9.5,5,7200,-14.5,5.1,22.4,15.4,2.14
Eduardo,Rodriguez,P,,2021-04-20,,BOS,TOR,,,-1.5,8,4.1,8000,19.7,20.3,20.9,15.3,1.91
Taijuan,Walker,P,,2021-04-20,,NYM,CHC,,,-1.5,7.5,3.9,7600,1.1,15.5,27.9,15.1,1.99
Matt,Shoemaker,P,,2021-04-20,,MIN,OAK,,,+1.5,6.5,3.1,7700,0.0,5.2,12.5,14.2,1.84
Jameson,Taillon,P,,2021-04-20,,NYY,ATL,,,-1.5,9,4.7,9200,-2.2,7.7,17.7,14.2,1.54
Sean,Manaea,P,,2021-04-20,,OAK,MIN,,,-1.5,6.5,3.4,8000,1.6,10.2,20.5,13.0,1.63
Jon,Gray,P,,2021-04-20,,COL,HOU,,,+1.5,10,4.8,7300,-12.5,11.6,25.4,12.9,1.77
Rich,Hill,P,,2021-04-20,,TB,KC,,,-1.5,8,4.1,6800,-0.2,12.2,21.1,12.7,1.87
Matt,Harvey,P,,2021-04-20,,BAL,MIA,,,+1.5,8,3.8,5700,-1.0,5.3,9.3,12.5,2.19
Adam,Wainwright,P,,2021-04-20,,STL,WAS,,,+1.5,9.5,4.5,5900,-9.9,6.8,17.1,12.4,2.10
Tyler,Anderson,P,,2021-04-20,,PIT,DET,,,+1.5,7.5,3.6,6300,9.5,14.8,19.5,12.2,1.94
Logan,Webb,P,,2021-04-20,,SF,PHI,,,+1.5,8.5,3.8,7400,-1.6,6.4,11.3,11.7,1.58
Mike,Trout,OF,,2021-04-20,,LAA,TEX,,,-1.5,8.5,4.9,6100,0.0,8.4,15.0,11.6,1.90
Luis,Garcia,P,,2021-04-20,,HOU,COL,,,-1.5,10,5.2,7700,0.0,0.0,0.0,11.6,1.51
Michael,Fulmer,P,,2021-04-20,,DET,PIT,,,-1.5,7.5,3.9,5800,-7.5,5.1,15.8,11.5,1.98
Juan,Soto,OF,,2021-04-20,,WAS,STL,,,-1.5,9.5,5,5900,2.0,5.6,12.0,11.0,1.86
Nick,Neidert,P,,2021-04-20,,MIA,BAL,,,-1.5,8,4.2,5600,3.5,5.8,8.4,10.8,1.93
Jake,Arrieta,P,,2021-04-20,,CHC,NYM,,,+1.5,7.5,3.6,7900,6.3,14.3,21.3,10.4,1.32
Freddie,Freeman,1B,,2021-04-20,,ATL,NYY,,,+1.5,9,4.3,5500,4.0,9.8,21.0,10.3,1.87
Jordan,Lyles,P,,2021-04-20,,TEX,LAA,,,+1.5,8.5,3.6,6700,0.0,0.0,0.0,9.9,1.48
Trea,Turner,SS,,2021-04-20,,WAS,STL,,,-1.5,9.5,5,5400,0.0,8.2,14.0,9.8,1.81
