first_name,last_name,position,injury_status,game_date,slate,team,opp,confirmed_order,starting_pitcher,spread,over_under,implied_team_score,salary,L5_ppg_floor,L5_ppg_avg,L5_ppg_max,ppg_projection,value_projection,ppg_actual,value_actual
Billy,McKinney,OF,,2021-04-17,,MIL,PIT,,,-1.5,8.5,4.6,2500,0.0,3.4,11.0,3.5,1.40
Michael,Perez,C,,2021-04-17,,PIT,MIL,,,+1.5,8.5,4,3500,0.0,1.8,6.0,3.5,1.00
Luis,Campusano,C,,2021-04-17,,SD,LAD,,,+1.5,7,3.4,2900,0.0,2.4,5.0,3.5,1.21
JT,Riddle,2B,,2021-04-17,,MIN,LAA,,,+1.5,9,4.5,2400,0.0,3.6,7.0,3.5,1.46
Dustin,Fowler,OF,,2021-04-17,,PIT,MIL,,,+1.5,8.5,4,2700,0.0,2.4,5.0,3.4,1.26
Ramon,Urias,2B,,2021-04-17,,BAL,TEX,,,+1.5,8.5,3.9,2600,0.0,2.4,5.0,3.3,1.27
Will,Smith,C,,2021-04-17,,LAD,SD,,,-1.5,7,3.6,4600,,,,3.3,0.72
Jose,Rojas,3B,,2021-04-17,,LAA,MIN,,,-1.5,9,4.5,3000,0.0,2.0,8.0,3.3,1.10
Chance,Sisco,C,,2021-04-17,,BAL,TEX,,,+1.5,8.5,3.9,3100,0.0,2.0,5.0,3.3,1.06
Anthony,Bemboom,C,,2021-04-17,,LAA,MIN,,,-1.5,9,4.5,2200,0.0,4.0,10.0,3.3,1.50
Tom,Murphy,C,,2021-04-17,,SEA,HOU,,,+1.5,8.5,4.1,2400,0.0,2.8,7.0,3.1,1.29
Edwin,Rios,1B,,2021-04-17,,LAD,SD,,,-1.5,7,3.6,2900,0.0,1.4,5.0,3.0,1.03
Anthony,Alford,OF,,2021-04-17,,PIT,MIL,,,+1.5,8.5,4,2800,0.0,1.4,5.0,2.9,1.04
Daniel,Robertson,2B,,2021-04-17,,MIL,PIT,,,-1.5,8.5,4.6,2800,0.0,1.4,4.0,2.9,1.04
Jake,Cave,OF,,2021-04-17,,MIN,LAA,,,+1.5,9,4.5,2300,0.0,3.0,10.0,2.9,1.26
Taylor,Jones,1B,,2021-04-17,,HOU,SEA,,,-1.5,8.5,4.4,2000,0.0,4.2,10.0,2.9,1.45
Willians,Astudillo,1B,,2021-04-17,,MIN,LAA,,,+1.5,9,4.5,3500,0.0,0.6,3.0,2.9,0.83
Luis,Rengifo,2B,,2021-04-17,,LAA,MIN,,,-1.5,9,4.5,2100,0.0,5.0,18.0,2.7,1.29
Jace,Peterson,2B,,2021-04-17,,MIL,PIT,,,-1.5,8.5,4.6,2300,0.0,2.2,7.0,2.7,1.17
Ryan,McKenna,OF,,2021-04-17,,BAL,TEX,,,+1.5,8.5,3.9,2300,0.0,4.0,18.0,2.6,1.13
Luke,Raley,OF,,2021-04-17,,LAD,SD,,,-1.5,7,3.6,2000,0.0,4.4,12.0,2.5,1.25
Tyrone,Taylor,OF,,2021-04-17,,MIL,PIT,,,-1.5,8.5,4.6,2400,0.0,2.4,12.0,2.5,1.04
Jorge,Mateo,2B,,2021-04-17,,SD,LAD,,,+1.5,7,3.4,2200,0.0,1.6,6.0,2.3,1.05
Matt,Beaty,1B,,2021-04-17,,LAD,SD,,,-1.5,7,3.6,2300,0.0,1.4,3.0,2.3,1.00
Willie,Calhoun,OF,,2021-04-17,,TEX,BAL,,,-1.5,8.5,4.6,2500,0.0,6.4,19.0,2.2,0.88
Braden,Bishop,OF,,2021-04-17,,SEA,HOU,,,+1.5,8.5,4.1,2000,0.0,0.6,3.0,1.2,0.60
Jacob,Nottingham,C,,2021-04-17,,MIL,PIT,,,-1.5,8.5,4.6,2600,0.0,1.6,8.0,0.9,0.35
Garrett,Stubbs,C,,2021-04-17,,HOU,SEA,,,-1.5,8.5,4.4,2000,0.0,0.0,0.0,0.9,0.45
Robel,Garcia,3B,O,2021-04-17,,HOU,SEA,,,-1.5,8.5,4.4,2100,0.0,1.4,3.0,0.0,0.00
Stevie,Wilkerson,1B,O,2021-04-17,,BAL,TEX,,,+1.5,8.5,3.9,2600,,,,0.0,0.00
Andrelton,Simmons,SS,O,2021-04-17,,MIN,LAA,,,+1.5,9,4.5,4100,0.0,6.8,21.0,0.0,0.00
Andy,Ibanez,2B,O,2021-04-17,,TEX,BAL,,,-1.5,8.5,4.6,2600,,,,0.0,0.00
Pablo,Reyes,2B,O,2021-04-17,,MIL,PIT,,,-1.5,8.5,4.6,2400,,,,0.0,0.00
Jose,Altuve,2B,O,2021-04-17,,HOU,SEA,,,-1.5,8.5,4.4,5300,2.0,8.0,20.0,0.0,0.00
Alex,Bregman,3B,O,2021-04-17,,HOU,SEA,,,-1.5,8.5,4.4,5200,0.0,1.6,3.0,0.0,0.00
Yordan,Alvarez,OF,O,2021-04-17,,HOU,SEA,,,-1.5,8.5,4.4,4600,0.0,5.6,17.0,0.0,0.00
Martin,Maldonado,C,O,2021-04-17,,HOU,SEA,,,-1.5,8.5,4.4,3300,0.0,1.2,3.0,0.0,0.00
Tristen,Lutz,OF,O,2021-04-17,,MIL,PIT,,,-1.5,8.5,4.6,2000,,,,0.0,0.00
Josh,Jung,3B,O,2021-04-17,,TEX,BAL,,,-1.5,8.5,4.6,2000,,,,0.0,0.00
Freddy,Zamora,SS,O,2021-04-17,,MIL,PIT,,,-1.5,8.5,4.6,2400,,,,0.0,0.00
