first_name,last_name,position,injury_status,game_date,slate,team,opp,confirmed_order,starting_pitcher,hand,spread,over_under,implied_team_score,salary,L5_ppg_floor,L5_ppg_avg,L5_ppg_max,ppg_projection,value_projection,ppg_actual,value_actual
Luis,Castillo,P,,2023-05-22,,SEA,OAK,,YES,R,-1.5,8,5.1,9200,8.5,13.5,18.5,20.9,2.27
Cristian,Javier,P,,2023-05-22,,HOU,MIL,,YES,R,-1.5,7.5,3.8,10000,12.9,24.1,33.1,19.7,1.97
Corbin,Burnes,P,,2023-05-22,,MIL,HOU,,YES,R,+1.5,7.5,3.8,9000,12.5,18.3,27.9,17.9,1.99
Bailey,Ober,P,,2023-05-22,,MIN,SF,,YES,R,-1.5,8.5,4.7,8100,15.9,20.2,29.4,16.4,2.02
Brady,Singer,P,,2023-05-22,,KC,DET,,YES,R,-1.5,8.5,4.3,7000,-5.9,9.5,22.5,15.3,2.19
Charlie,Morton,P,,2023-05-22,,ATL,LAD,,YES,R,-1.5,9.5,5.2,9400,16.7,24.9,33.2,14.6,1.55
Tanner,Houck,P,,2023-05-22,,BOS,LAA,,YES,R,+1.5,9.5,4.8,7500,3.9,10.7,23.6,13.3,1.77
Michael,Lorenzen,P,,2023-05-22,,DET,KC,,YES,R,+1.5,8.5,4.2,7800,5.9,16.6,27.3,13.2,1.69
Edward,Cabrera,P,,2023-05-22,,MIA,COL,,YES,R,-1.5,11.5,5.8,8300,5.4,16.4,30.5,12.9,1.55
Gavin,Stone,P,,2023-05-22,,LAD,ATL,,YES,R,+1.5,9.5,4.3,5400,-3.0,-3.0,-3.0,12.5,2.31
Freddie,Freeman,1B,,2023-05-22,,LAD,ATL,2,,L,+1.5,9.5,4.3,5100,5.0,13.8,28.0,10.9,2.14
Jorge,Soler,OF,,2023-05-22,,MIA,COL,4,,R,-1.5,11.5,5.8,5300,0.0,8.6,20.0,10.7,2.02
Ronald,Acuna Jr.,OF,,2023-05-22,,ATL,LAD,1,,R,-1.5,9.5,5.2,6500,7.0,15.0,23.0,10.3,1.58
Shohei,Ohtani,1B,,2023-05-22,,LAA,BOS,3,,L,-1.5,9.5,4.8,6400,0.0,7.0,19.0,10.0,1.56
Mookie,Betts,OF,,2023-05-22,,LAD,ATL,1,,R,+1.5,9.5,4.3,6000,5.0,11.6,22.0,9.9,1.65
