first_name,last_name,position,injury_status,game_date,slate,team,opp,confirmed_order,starting_pitcher,spread,over_under,implied_team_score,salary,L5_ppg_floor,L5_ppg_avg,L5_ppg_max,ppg_projection,value_projection,ppg_actual,value_actual
Bradley,Zimmer,OF,,8/27/21,,CLE,BOS,,,1.5,10,4.2,2000,0,6.2,19,6,3,,
Bryan,De La Cruz,OF,,8/27/21,,MIA,CIN,7,,1.5,8,3.7,2700,0,9.8,16,6,2.22,,
Zack,Short,SS,,8/27/21,,DET,TOR,8,,1.5,9.5,4.2,3100,0,4.4,10,6,1.94,,
Matt,Duffy,3B,,8/27/21,,CHC,CWS,4,,1.5,9.5,3.9,3000,0,2.2,5,5.9,1.97,,
Carter,Kieboom,3B,,8/27/21,,WAS,NYM,5,,1.5,9,3.8,2300,0,6.6,15,5.9,2.57,,
Martin,Maldonado,C,,8/27/21,,HOU,TEX,9,,-1.5,9,5.2,2300,0,5.4,14,5.9,2.57,,
Oscar,Mercado,OF,,8/27/21,,CLE,BOS,,,1.5,10,4.2,2000,2,7.6,13,5.9,2.95,,
Jacob,Stallings,C,,8/27/21,,PIT,STL,5,,1.5,8.5,3.7,3700,2,6.6,13,5.9,1.59,,
Anthony,Alford,OF,,8/27/21,,PIT,STL,8,,1.5,8.5,3.7,2200,0,3.8,11,5.9,2.68,,
Matt,Chapman,3B,,8/27/21,,OAK,NYY,,,1.5,8,3.6,4500,0,6,16,5.9,1.31,,
Austin,Hays,OF,,8/27/21,,BAL,TB,5,,1.5,10,4,3200,0,8,15,5.8,1.81,,
Pablo,Reyes,3B,,8/27/21,,MIL,MIN,9,,-1.5,9.5,5,2100,0,2.8,12,5.8,2.76,,
Robinson,Chirinos,C,,8/27/21,,CHC,CWS,7,,1.5,9.5,3.9,3600,0,3.2,11,5.8,1.61,,
Alcides,Escobar,SS,,8/27/21,,WAS,NYM,2,,1.5,9,3.8,3800,3,9.6,17,5.8,1.53,,
DJ,Peters,OF,,8/27/21,,TEX,HOU,5,,1.5,9,3.8,2500,0,6,13,5.8,2.32,,
Josh,Palacios,OF,,8/27/21,,TOR,DET,7,,-1.5,9.5,5.3,2000,0,0.8,4,5.8,2.9,,
Tony,Kemp,2B,,8/27/21,,OAK,NYY,,,1.5,8,3.6,2200,0,5.2,12,5.8,2.64,,
Austin,Romine,C,,8/27/21,,CHC,CWS,6,,1.5,9.5,3.9,2600,0,3.8,10,5.8,2.23,,
Nicky,Lopez,SS,,8/27/21,,KC,SEA,,,1.5,8,3.5,3400,2,8,21,5.7,1.68,,
Adam,Duvall,OF,,8/27/21,,ATL,SF,7,,-1.5,8.5,4.5,4300,0,5.4,15,5.7,1.33,,
Reese,McGuire,C,,8/27/21,,TOR,DET,9,,-1.5,9.5,5.3,2500,0,4.6,11,5.7,2.28,,
Thairo,Estrada,OF,,8/27/21,,SF,ATL,,,1.5,8.5,4.1,2200,0,1.8,5,5.7,2.59,,
Frank,Schwindel,1B,,8/27/21,,CHC,CWS,2,,1.5,9.5,3.9,3200,0,6.8,13,5.6,1.75,,
Yu,Chang,1B,,8/27/21,,CLE,BOS,,,1.5,10,4.2,2600,2,9.2,19,5.6,2.15,,
Jose,Iglesias,SS,,8/27/21,,LAA,SD,,,,,,3600,0,8.2,23,5.6,1.56,,
Jahmai,Jones,2B,,8/27/21,,BAL,TB,8,,1.5,10,4,2000,2,6.4,10,5.5,2.75,,
Ryan,O'Hearn,1B,,8/27/21,,KC,SEA,,,1.5,8,3.5,2900,0,3,10,5.5,1.9,,
Riley,Adams,C,,8/27/21,,WAS,NYM,7,,1.5,9,3.8,2200,0,8,14,5.5,2.5,,
Andy,Ibanez,2B,,8/27/21,,TEX,HOU,2,,1.5,9,3.8,2500,6,14,27,5.5,2.2,,
Josh,Harrison,2B,,8/27/21,,OAK,NYY,,,1.5,8,3.6,3000,0,8.4,19,5.5,1.83,,
Tucker,Barnhart,C,,8/27/21,,CIN,MIA,7,,-1.5,8,4.3,2800,0,2.8,7,5.5,1.96,,
Sean,Murphy,C,,8/27/21,,OAK,NYY,,,1.5,8,3.6,3000,0,4.6,8,5.4,1.8,,
Jeff,McNeil,2B,,8/27/21,,NYM,WAS,,,-1.5,9,5.2,3900,0,5,12,5.4,1.38,,
Christian,Walker,1B,,8/27/21,,ARI,PHI,4,,1.5,8.5,3.3,2500,0,8,16,5.4,2.16,,
Jake,McCarthy,OF,,8/27/21,,ARI,PHI,7,,1.5,8.5,3.3,2000,,,,5.4,2.7,,
Phil,Gosselin,1B,,8/27/21,,LAA,SD,,,,,,3200,0,7,17,5.3,1.66,,
Jose,Trevino,C,,8/27/21,,TEX,HOU,9,,1.5,9,3.8,2500,3,10.2,18,5.3,2.12,,
Yohel,Pozo,C,,8/27/21,,TEX,HOU,8,,1.5,9,3.8,2000,0,3.2,11,5.3,2.65,,
Jesus,Sanchez,OF,,8/27/21,,MIA,CIN,6,,1.5,8,3.7,2800,2,6.6,14,5.2,1.86,,
Dom,Nunez,C,,8/27/21,,COL,LAD,,,,,,3400,0,6.4,17,5.2,1.53,,
Andrew,Romine,SS,,8/27/21,,CHC,CWS,9,,1.5,9.5,3.9,2700,0,0.8,2,5.2,1.93,,
Brandon,Marsh,OF,,8/27/21,,LAA,SD,,,,,,2700,0,10.2,21,5.2,1.93,,
Mark,Canha,OF,,8/27/21,,OAK,NYY,,,1.5,8,3.6,3700,2,4.6,10,5.2,1.41,,
Emmanuel,Rivera,3B,,8/27/21,,KC,SEA,,,1.5,8,3.5,2500,2,11,22,5.1,2.04,,
Kurt,Suzuki,C,,8/27/21,,LAA,SD,,,,,,2900,0,8.8,15,5.1,1.76,,
Max,Schrock,2B,,8/27/21,,CIN,MIA,8,,-1.5,8,4.3,2300,0,5.4,25,5.1,2.22,,
Garrett,Hampson,2B,,8/27/21,,COL,LAD,,,,,,3300,0,6.4,18,5,1.52,,
Jo,Adell,OF,,8/27/21,,LAA,SD,,,,,,3300,2,8,26,5,1.52,,
Kevin,Newman,SS,,8/27/21,,PIT,STL,7,,1.5,8.5,3.7,3300,0,4.8,8,5,1.52,,
Pedro,Severino,C,,8/27/21,,BAL,TB,7,,1.5,10,4,3600,0,6.2,20,4.9,1.36,,
Owen,Miller,1B,,8/27/21,,CLE,BOS,,,1.5,10,4.2,2100,2,9.4,17,4.9,2.33,,
Alex,Jackson,C,,8/27/21,,MIA,CIN,8,,1.5,8,3.7,2800,0,2.4,5,4.9,1.75,,
Kelvin,Gutierrez,3B,,8/27/21,,BAL,TB,9,,1.5,10,4,2000,0,5.2,9,4.8,2.4,,
Luke,Voit,1B,,8/27/21,,NYY,OAK,,,-1.5,8,4.4,3100,0,9.6,29,4.8,1.55,,
Ha-Seong,Kim,2B,,8/27/21,,SD,LAA,,,,,,2000,0,0,0,4.7,2.35,,
Cody,Bellinger,OF,,8/27/21,,LAD,COL,,,,,,4000,0,3,7,4.6,1.15,,
Justin,Upton,OF,DTD,8/27/21,,LAA,SD,,,,,,3100,0,4.4,9,4.6,1.48,,
Luis,Garcia,2B,,8/27/21,,WAS,NYM,8,,1.5,9,3.8,3000,0,4.4,10,4.6,1.53,,
Andrelton,Simmons,SS,,8/27/21,,MIN,MIL,,,1.5,9.5,4.5,2300,2,6,10,4.5,1.96,,
Tommy,La Stella,2B,,8/27/21,,SF,ATL,,,1.5,8.5,4.1,3100,0,4.2,8,4.5,1.45,,
Adam,Frazier,2B,,8/27/21,,SD,LAA,,,,,,4100,0,2.6,5,4.4,1.07,,
Jonathan,Arauz,2B,,8/27/21,,BOS,CLE,,,-1.5,10,5.8,2000,0,0,0,4.4,2.2,,
Jed,Lowrie,2B,,8/27/21,,OAK,NYY,,,1.5,8,3.6,3800,0,2.8,8,4.4,1.16,,
Kevin,Pillar,OF,,8/27/21,,NYM,WAS,,,-1.5,9,5.2,3200,0,3.6,11,4.2,1.31,,
Victor,Caratini,C,,8/27/21,,SD,LAA,,,,,,3200,0,3.4,8,4.2,1.31,,
Eric,Hosmer,1B,,8/27/21,,SD,LAA,,,,,,2700,0,4.4,12,4.1,1.52,,
Nick,Gordon,2B,,8/27/21,,MIN,MIL,,,1.5,9.5,4.5,2500,0,6.2,17,4.1,1.64,,
Nick,Ahmed,SS,,8/27/21,,ARI,PHI,8,,1.5,8.5,3.3,3100,0,3.6,13,4,1.29,,
Kean,Wong,2B,,8/27/21,,LAA,SD,,,,,,2900,0,3,10,3.8,1.31,,
Jason,Heyward,OF,,8/27/21,,CHC,CWS,8,,1.5,9.5,3.9,3600,0,2,5,3.8,1.06,,
Jake,Cave,OF,,8/27/21,,MIN,MIL,,,1.5,9.5,4.5,2300,0,4.8,11,3.8,1.65,,
Elvis,Andrus,SS,,8/27/21,,OAK,NYY,,,1.5,8,3.6,2300,0,4.6,12,3.5,1.52,,
Kyle,Higashioka,C,,8/27/21,,NYY,OAK,,,-1.5,8,4.4,2700,0,5.2,21,3.5,1.3,,
Austin,Barnes,C,,8/27/21,,LAD,COL,,,,,,3100,0,1.8,9,3.2,1.03,,
Jack,Mayfield,3B,,8/27/21,,LAA,SD,,,,,,2900,0,1.6,8,3.1,1.07,,
Albert,Pujols,1B,,8/27/21,,LAD,COL,,,,,,2700,0,1.8,7,3.1,1.15,,
Jurickson,Profar,1B,,8/27/21,,SD,LAA,,,,,,2300,0,2.6,11,2.8,1.22,,
Patrick,Mazeika,C,,8/27/21,,NYM,WAS,,,-1.5,9,5.2,2800,0,0.4,2,2.5,0.89,,
Rio,Ruiz,2B,,8/27/21,,COL,LAD,,,,,,2400,0,1.4,3,2.5,1.04,,
Luis,Arraez,3B,,8/27/21,,MIN,MIL,,,1.5,9.5,4.5,3000,0,6.4,12,2.4,0.8,,
Juan,Lagares,OF,,8/27/21,,LAA,SD,,,,,,2000,0,3.8,16,2.1,1.05,,
Taylor,Motter,1B,,8/27/21,,COL,LAD,,,,,,2100,0,1.6,5,2.1,1,,
Chance,Sisco,C,,8/27/21,,NYM,WAS,,,-1.5,9,5.2,2000,0,2.6,10,2.1,1.05,,
Billy,McKinney,OF,,8/27/21,,LAD,COL,,,,,,2000,0,1.8,5,1.9,0.95,,
Rob,Refsnyder,OF,,8/27/21,,MIN,MIL,,,1.5,9.5,4.5,2000,0,1.6,5,1.8,0.9,,
Kevin,Smith,3B,,8/27/21,,TOR,DET,8,,-1.5,9.5,5.3,2000,0,1,3,1.5,0.75,,
Brandon,Drury,3B,,8/27/21,,NYM,WAS,,,-1.5,9,5.2,2000,0,0,0,1,0.5,,
Hunter,Renfroe,OF,O,8/27/21,,BOS,CLE,,,-1.5,10,5.8,4500,2,8.4,20,0,0,,
Cody,Thomas,OF,O,8/27/21,,OAK,NYY,,,1.5,8,3.6,2000,,,,0,0,,
Seth,Beer,OF,O,8/27/21,,ARI,PHI,-1,,1.5,8.5,3.3,2000,,,,0,0,,
Ramon,Laureano,OF,O,8/27/21,,OAK,NYY,,,1.5,8,3.6,2900,0,10,21,0,0,,
Jonah,Heim,C,O,8/27/21,,TEX,HOU,-1,,1.5,9,3.8,2700,0,4.6,12,0,0,,
Nick,Dini,C,O,8/27/21,,KC,SEA,,,1.5,8,3.5,2000,,,,0,0,,
Seth,Brown,OF,O,8/27/21,,OAK,NYY,,,1.5,8,3.6,2600,0,3.8,12,0,0,,
Ian,Desmond,OF,O,8/27/21,,COL,LAD,,,,,,2100,,,,0,0,,
Luis,Basabe,OF,O,8/27/21,,SF,ATL,,,1.5,8.5,4.1,2000,,,,0,0,,
Will,Craig,1B,O,8/27/21,,PIT,STL,-1,,1.5,8.5,3.7,3000,0,3,8,0,0,,
Freddy,Zamora,SS,O,8/27/21,,MIL,MIN,-1,,-1.5,9.5,5,2000,,,,0,0,,
Greg,Bird,1B,O,8/27/21,,COL,LAD,,,,,,2000,,,,0,0,,
Joe,Panik,2B,O,8/27/21,,MIA,CIN,-1,,1.5,8,3.7,3300,0,4.4,13,0,0,,
Brock,Holt,3B,O,8/27/21,,TEX,HOU,-1,,1.5,9,3.8,2500,3,6.8,12,0,0,,
Blake,Swihart,C,O,8/27/21,,WAS,NYM,,,1.5,9,3.8,2000,,,,0,0,,
Scott,Kingery,2B,O,8/27/21,,PHI,ARI,-1,,-1.5,8.5,5.2,2000,0,0.4,2,0,0,,
Socrates,Brito,OF,O,8/27/21,,NYY,OAK,,,-1.5,8,4.4,2000,,,,0,0,,
Colton,Welker,3B,O,8/27/21,,COL,LAD,,,,,,2100,,,,0,0,,
Josh,Jung,3B,O,8/27/21,,TEX,HOU,-1,,1.5,9,3.8,2000,,,,0,0,,
Garrett,Whitley,OF,O,8/27/21,,TB,BAL,-1,,-1.5,10,6,2000,,,,0,0,,
Robinson,Cano,2B,O,8/27/21,,NYM,WAS,,,-1.5,9,5.2,2000,0,5.6,10,0,0,,
Heliot,Ramos,OF,O,8/27/21,,SF,ATL,,,1.5,8.5,4.1,2000,,,,0,0,,
Luken,Baker,1B,O,8/27/21,,STL,PIT,-1,,-1.5,8.5,4.8,2000,,,,0,0,,
Mark,Vientos,3B,O,8/27/21,,NYM,WAS,,,-1.5,9,5.2,2000,,,,0,0,,
Christian,Bethancourt,C,O,8/27/21,,PIT,STL,,,1.5,8.5,3.7,2000,,,,0,0,,
Rene,Rivera,C,O,8/27/21,,WAS,NYM,-1,,1.5,9,3.8,3300,0,4.2,9,0,0,,
Starlin,Castro,3B,O,8/27/21,,WAS,NYM,-1,,1.5,9,3.8,3900,3,11.8,19,0,0,,
Chris,Davis,1B,O,8/27/21,,BAL,TB,-1,,1.5,10,4,2000,0,0,0,0,0,,
Trayce,Thompson,OF,O,8/27/21,,CHC,CWS,,,1.5,9.5,3.9,2000,,,,0,0,,
Charlie,Culberson,3B,O,8/27/21,,TEX,HOU,-1,,1.5,9,3.8,2600,0,4.8,10,0,0,,
Tim,Beckham,SS,O,8/27/21,,CWS,CHC,,,-1.5,9.5,5.6,2000,,,,0,0,,
Pete,Kozma,2B,O,8/27/21,,OAK,NYY,,,1.5,8,3.6,2000,,,,0,0,,
Brandon,Belt,1B,O,8/27/21,,SF,ATL,,,1.5,8.5,4.1,4400,0,7,22,0,0,,
Donovan,Solano,2B,O,8/27/21,,SF,ATL,,,1.5,8.5,4.1,2500,0,2.4,9,0,0,,
Adam,Hall,SS,O,8/27/21,,BAL,TB,-1,,1.5,10,4,2000,,,,0,0,,
Jay,Bruce,1B,O,8/27/21,,NYY,OAK,,,-1.5,8,4.4,2400,0,1.6,8,0,0,,
