first_name,last_name,position,injury_status,game_date,slate,team,opp,confirmed_order,starting_pitcher,spread,over_under,implied_team_score,salary,L5_ppg_floor,L5_ppg_avg,L5_ppg_max,ppg_projection,value_projection,ppg_actual,value_actual
Joe,Musgrove,P,,2021-04-19,,SD,MIL,,,-1.5,7,3.8,10200,0.0,27.3,49.3,23.9,2.34
Brandon,Woodruff,P,,2021-04-19,,MIL,SD,,,+1.5,7,3.2,9000,8.2,23.8,40.2,18.4,2.04
Dustin,May,P,,2021-04-19,,LAD,SEA,,,-1.5,8,4.7,9700,0.5,11.0,25.9,17.1,1.76
Dylan,Bundy,P,,2021-04-19,,LAA,TEX,,,,,,7700,-5.9,13.2,25.9,16.4,2.13
Jack,Flaherty,P,,2021-04-19,,STL,WAS,,,+1.5,8,4.1,8500,6.4,18.5,26.5,15.2,1.79
Danny,Duffy,P,,2021-04-19,,KC,TB,,,-1.5,8,4,7000,-5.0,12.2,24.5,14.7,2.10
Kevin,Gausman,P,,2021-04-19,,SF,PHI,,,+1.5,8.5,4.3,6600,6.3,16.8,22.1,14.5,2.20
Justus,Sheffield,P,,2021-04-19,,SEA,LAD,,,+1.5,8,3.3,6100,7.1,15.6,25.0,12.6,2.07
Mike,Trout,OF,,2021-04-19,,LAA,TEX,,,,,,6000,2.0,8.8,15.0,12.5,2.08
Joe,Ross,P,,2021-04-19,,WAS,STL,,,-1.5,8,3.9,7900,16.9,23.2,29.5,12.4,1.57
Chase,Anderson,P,,2021-04-19,,PHI,SF,,,-1.5,8.5,4.3,6800,-6.5,6.9,15.9,11.9,1.75
Shohei,Ohtani,1B,,2021-04-19,,LAA,TEX,,,,,,4600,2.0,12.0,29.0,10.5,2.28
Juan,Soto,OF,,2021-04-19,,WAS,STL,,,-1.5,8,3.9,5800,2.0,5.6,12.0,10.2,1.76
Josh,Fleming,P,,2021-04-19,,TB,KC,,,+1.5,8,4,7200,2.4,11.4,24.5,9.6,1.33
Bryce,Harper,OF,,2021-04-19,,PHI,SF,,,-1.5,8.5,4.3,5400,0.0,8.6,20.0,9.5,1.76
