Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SP,Clayton Kershaw (18951711),Clayton Kershaw,18951711,P,11500,ATL@LAD 08/30/2021 10:10PM ET,LAD,19.25
SP,Trevor Bauer (18951712),Trevor Bauer,18951712,P,11100,ATL@LAD 08/30/2021 10:10PM ET,LAD,24.83
SP,Max Scherzer (18951713),Max Scherzer,18951713,P,11000,ATL@LAD 08/30/2021 10:10PM ET,LAD,24.32
SP,Tyler Glasnow (18951714),Tyler Glasnow,18951714,P,10900,BOS@TB 08/30/2021 07:10PM ET,TB,25.91
SP,Lance McCullers Jr. (18951715),Lance McCullers Jr.,18951715,P,10700,HOU@SEA 08/30/2021 10:10PM ET,HOU,18.07
SP,Walker Buehler (18951716),Walker Buehler,18951716,P,10600,ATL@LAD 08/30/2021 10:10PM ET,LAD,23.70
RP,Shane McClanahan (18951717),Shane McClanahan,18951717,P,10500,BOS@TB 08/30/2021 07:10PM ET,TB,16.86
RP,Corbin Burnes (18951063),Corbin Burnes,18951063,P,10200,MIL@SF 08/30/2021 09:45PM ET,MIL,24.76
SP,Chris Sale (18951718),Chris Sale,18951718,P,10100,BOS@TB 08/30/2021 07:10PM ET,BOS,23.43
SP,Zack Wheeler (18951064),Zack Wheeler,18951064,P,10000,PHI@WAS 08/30/2021 07:05PM ET,PHI,23.49
SP,Dustin May (18951719),Dustin May,18951719,P,10000,ATL@LAD 08/30/2021 10:10PM ET,LAD,19.59
SP,Gerrit Cole (18951720),Gerrit Cole,18951720,P,10000,NYY@LAA 08/30/2021 09:38PM ET,NYY,25.51
SP,Aaron Nola (18951721),Aaron Nola,18951721,P,9900,PHI@WAS 08/30/2021 07:05PM ET,PHI,17.94
RP,Framber Valdez (18951722),Framber Valdez,18951722,P,9900,HOU@SEA 08/30/2021 10:10PM ET,HOU,19.01
SP,Logan Webb (18951723),Logan Webb,18951723,P,9800,MIL@SF 08/30/2021 09:45PM ET,SF,16.91
SP,Robbie Ray (18951065),Robbie Ray,18951065,P,9700,BAL@TOR 08/30/2021 07:07PM ET,TOR,23.01
SP,Yu Darvish (18951726),Yu Darvish,18951726,P,9600,SD@ARI 08/30/2021 09:40PM ET,SD,19.15
SP,Danny Duffy (18951727),Danny Duffy,18951727,P,9600,ATL@LAD 08/30/2021 10:10PM ET,LAD,15.76
SP,Anthony DeSclafani (18951724),Anthony DeSclafani,18951724,P,9600,MIL@SF 08/30/2021 09:45PM ET,SF,15.00
SP,Alex Wood (18951725),Alex Wood,18951725,P,9600,MIL@SF 08/30/2021 09:45PM ET,SF,16.43
SP,Yonny Chirinos (18951728),Yonny Chirinos,18951728,P,9600,BOS@TB 08/30/2021 07:10PM ET,TB,0
SP,Joe Musgrove (18951729),Joe Musgrove,18951729,P,9500,SD@ARI 08/30/2021 09:40PM ET,SD,15.63
SP,Julio Urias (18951066),Julio Urias,18951066,P,9500,ATL@LAD 08/30/2021 10:10PM ET,LAD,19.65
SP,Justin Verlander (18951730),Justin Verlander,18951730,P,9500,HOU@SEA 08/30/2021 10:10PM ET,HOU,0
SP,Tony Gonsolin (18951733),Tony Gonsolin,18951733,P,9400,ATL@LAD 08/30/2021 10:10PM ET,LAD,10.82
SP,Brandon Woodruff (18951731),Brandon Woodruff,18951731,P,9400,MIL@SF 08/30/2021 09:45PM ET,MIL,22.36
SP,Zack Greinke (18951732),Zack Greinke,18951732,P,9400,HOU@SEA 08/30/2021 10:10PM ET,HOU,14.23
SP,Zach Eflin (18951734),Zach Eflin,18951734,P,9300,PHI@WAS 08/30/2021 07:05PM ET,PHI,15.15
SP,Kevin Gausman (18951736),Kevin Gausman,18951736,P,9200,MIL@SF 08/30/2021 09:45PM ET,SF,21.68
SP,Freddy Peralta (18951737),Freddy Peralta,18951737,P,9200,MIL@SF 08/30/2021 09:45PM ET,MIL,20.87
SP,Eduardo Rodriguez (18951735),Eduardo Rodriguez,18951735,P,9200,BOS@TB 08/30/2021 07:10PM ET,BOS,14.97
RP,Luis Garcia (18951067),Luis Garcia,18951067,P,9200,HOU@SEA 08/30/2021 10:10PM ET,HOU,18.11
SP,Kyle Gibson (18951738),Kyle Gibson,18951738,P,9100,PHI@WAS 08/30/2021 07:05PM ET,PHI,16.07
SP,Charlie Morton (18951741),Charlie Morton,18951741,P,9000,ATL@LAD 08/30/2021 10:10PM ET,ATL,18.54
RP,Jose De Leon (18951740),Jose De Leon,18951740,P,9000,BOS@TB 08/30/2021 07:10PM ET,BOS,5.81
SP,Jose Berrios (18951739),Jose Berrios,18951739,P,9000,BAL@TOR 08/30/2021 07:07PM ET,TOR,18.32
SP,Patrick Corbin (18951743),Patrick Corbin,18951743,P,8900,PHI@WAS 08/30/2021 07:05PM ET,WAS,10.14
SP,Joe Ross (18951744),Joe Ross,18951744,P,8900,PHI@WAS 08/30/2021 07:05PM ET,WAS,13.5
SP,Alek Manoah (18951742),Alek Manoah,18951742,P,8900,BAL@TOR 08/30/2021 07:07PM ET,TOR,18.18
RP,Josiah Gray (18951068),Josiah Gray,18951068,P,8800,PHI@WAS 08/30/2021 07:05PM ET,WAS,15.51
SP,Madison Bumgarner (18951745),Madison Bumgarner,18951745,P,8800,SD@ARI 08/30/2021 09:40PM ET,ARI,13.12
SP,Yusei Kikuchi (18951746),Yusei Kikuchi,18951746,P,8800,HOU@SEA 08/30/2021 10:10PM ET,SEA,16.22
SP,Cristian Javier (18951747),Cristian Javier,18951747,P,8800,HOU@SEA 08/30/2021 10:10PM ET,HOU,10.66
SP,Max Fried (18951748),Max Fried,18951748,P,8700,ATL@LAD 08/30/2021 10:10PM ET,ATL,15.25
SP,Hyun Jin Ryu (18951749),Hyun Jin Ryu,18951749,P,8700,BAL@TOR 08/30/2021 07:07PM ET,TOR,15.21
SP,Stephen Strasburg (18951751),Stephen Strasburg,18951751,P,8500,PHI@WAS 08/30/2021 07:05PM ET,WAS,10.83
SP,Luke Weaver (18951755),Luke Weaver,18951755,P,8500,SD@ARI 08/30/2021 09:40PM ET,ARI,13.08
SP,Huascar Ynoa (18951757),Huascar Ynoa,18951757,P,8500,ATL@LAD 08/30/2021 10:10PM ET,ATL,17.42
SP,Eric Lauer (18951756),Eric Lauer,18951756,P,8500,MIL@SF 08/30/2021 09:45PM ET,MIL,12.37
RP,Collin McHugh (18951750),Collin McHugh,18951750,P,8500,BOS@TB 08/30/2021 07:10PM ET,TB,7.63
SP,Nathan Eovaldi (18951752),Nathan Eovaldi,18951752,P,8500,BOS@TB 08/30/2021 07:10PM ET,BOS,17.40
SP,Tanner Houck (18951759),Tanner Houck,18951759,P,8500,BOS@TB 08/30/2021 07:10PM ET,BOS,12.64
SP,Logan Gilbert (18951753),Logan Gilbert,18951753,P,8500,HOU@SEA 08/30/2021 10:10PM ET,SEA,13.13
SP,Jose Urquidy (18951758),Jose Urquidy,18951758,P,8500,HOU@SEA 08/30/2021 10:10PM ET,HOU,16.21
SP,German Marquez (18951069),German Marquez,18951069,P,8500,COL@TEX 08/30/2021 08:05PM ET,COL,17.55
RP,Austin Gomber (18951754),Austin Gomber,18951754,P,8500,COL@TEX 08/30/2021 08:05PM ET,COL,13.83
SP,Dinelson Lamet (18951760),Dinelson Lamet,18951760,P,8400,SD@ARI 08/30/2021 09:40PM ET,SD,9.44
SP,Jordan Montgomery (18951761),Jordan Montgomery,18951761,P,8400,NYY@LAA 08/30/2021 09:38PM ET,NYY,15.38
SP,Tyler Anderson (18951762),Tyler Anderson,18951762,P,8400,HOU@SEA 08/30/2021 10:10PM ET,SEA,13.86
SP,Touki Toussaint (18951764),Touki Toussaint,18951764,P,8300,ATL@LAD 08/30/2021 10:10PM ET,ATL,15
SP,Josh Fleming (18951763),Josh Fleming,18951763,P,8300,BOS@TB 08/30/2021 07:10PM ET,TB,8.96
SP,Luis Severino (18951765),Luis Severino,18951765,P,8300,NYY@LAA 08/30/2021 09:38PM ET,NYY,0
SP,Michael Wacha (18951766),Michael Wacha,18951766,P,8200,BOS@TB 08/30/2021 07:10PM ET,TB,8.55
SP,Chris Flexen (18951070),Chris Flexen,18951070,P,8200,HOU@SEA 08/30/2021 10:10PM ET,SEA,13.87
SP,Ian Anderson (18951768),Ian Anderson,18951768,P,8100,ATL@LAD 08/30/2021 10:10PM ET,ATL,15.61
SP,Marco Gonzales (18951767),Marco Gonzales,18951767,P,8100,HOU@SEA 08/30/2021 10:10PM ET,SEA,13.59
SP,Vince Velasquez (18951769),Vince Velasquez,18951769,P,8000,PHI@WAS 08/30/2021 07:05PM ET,PHI,8.31
SP,Steven Matz (18951770),Steven Matz,18951770,P,8000,BAL@TOR 08/30/2021 07:07PM ET,TOR,14.36
SP,Drew Smyly (18951071),Drew Smyly,18951071,P,7900,ATL@LAD 08/30/2021 10:10PM ET,ATL,11.62
SP,Cole Hamels (18951771),Cole Hamels,18951771,P,7900,ATL@LAD 08/30/2021 10:10PM ET,LAD,0
SP,Kyle Freeland (18951772),Kyle Freeland,18951772,P,7900,COL@TEX 08/30/2021 08:05PM ET,COL,11.87
RP,David Hale (18951773),David Hale,18951773,P,7800,PHI@WAS 08/30/2021 07:05PM ET,PHI,2.35
SP,Erick Fedde (18951774),Erick Fedde,18951774,P,7800,PHI@WAS 08/30/2021 07:05PM ET,WAS,11.67
SP,Zac Gallen (18951775),Zac Gallen,18951775,P,7800,SD@ARI 08/30/2021 09:40PM ET,ARI,15.11
SP,Sammy Long (18951776),Sammy Long,18951776,P,7800,MIL@SF 08/30/2021 09:45PM ET,SF,9.22
SP,Matt Moore (18951777),Matt Moore,18951777,P,7700,PHI@WAS 08/30/2021 07:05PM ET,PHI,5.92
SP,Johnny Cueto (18951072),Johnny Cueto,18951072,P,7700,MIL@SF 08/30/2021 09:45PM ET,SF,14.20
SP,Jameson Taillon (18951778),Jameson Taillon,18951778,P,7700,NYY@LAA 08/30/2021 09:38PM ET,NYY,14.10
SP,Taylor Widener (18951780),Taylor Widener,18951780,P,7600,SD@ARI 08/30/2021 09:40PM ET,ARI,12.36
RP,Conner Menez (18951779),Conner Menez,18951779,P,7600,MIL@SF 08/30/2021 09:45PM ET,SF,5.26
RP,Adrian Houser (18951781),Adrian Houser,18951781,P,7600,MIL@SF 08/30/2021 09:45PM ET,MIL,11.54
SP,Blake Snell (18951784),Blake Snell,18951784,P,7500,SD@ARI 08/30/2021 09:40PM ET,SD,15.07
SP,Tucker Davidson (18951783),Tucker Davidson,18951783,P,7500,ATL@LAD 08/30/2021 10:10PM ET,ATL,12.8
SP,Jon Gray (18951782),Jon Gray,18951782,P,7500,COL@TEX 08/30/2021 08:05PM ET,COL,13.19
SP,Corey Kluber (18951073),Corey Kluber,18951073,P,7400,NYY@LAA 08/30/2021 09:38PM ET,NYY,17.98
SP,Antonio Senzatela (18951785),Antonio Senzatela,18951785,P,7400,COL@TEX 08/30/2021 08:05PM ET,COL,11.17
SP,Jake Arrieta (18951786),Jake Arrieta,18951786,P,7300,SD@ARI 08/30/2021 09:40PM ET,SD,6.12
RP,Luis Patino (18951074),Luis Patino,18951074,P,7200,BOS@TB 08/30/2021 07:10PM ET,TB,11.79
