Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RP,Ryan Thompson (18991866),Ryan Thompson,18991866,P,8200,BOS@TB 09/02/2021 07:10PM ET,TB,3.40
RP,Trevor Rogers (18991868),Trevor Rogers,18991868,P,8100,MIA@NYM 09/02/2021 07:10PM ET,MIA,18.89
SP,Martin Perez (18991869),Martin Perez,18991869,P,8100,BOS@TB 09/02/2021 07:10PM ET,BOS,7.50
SP,Carlos Carrasco (18991468),Carlos Carrasco,18991468,P,8000,MIA@NYM 09/02/2021 07:10PM ET,NYM,7.42
SP,Taijuan Walker (18991871),Taijuan Walker,18991871,P,8000,MIA@NYM 09/02/2021 07:10PM ET,NYM,14.01
SP,Touki Toussaint (18991872),Touki Toussaint,18991872,P,8000,ATL@COL 09/02/2021 08:40PM ET,ATL,15
SP,Zach Plesac (18991870),Zach Plesac,18991870,P,8000,CLE@KC 09/02/2021 08:10PM ET,CLE,12.91
RP,Austin Gomber (18991873),Austin Gomber,18991873,P,7900,ATL@COL 09/02/2021 08:40PM ET,COL,13.25
SP,Kyle Hart (18991874),Kyle Hart,18991874,P,7900,BOS@TB 09/02/2021 07:10PM ET,BOS,0
RP,Elieser Hernandez (18991877),Elieser Hernandez,18991877,P,7800,MIA@NYM 09/02/2021 07:10PM ET,MIA,12.85
SP,Ian Anderson (18991878),Ian Anderson,18991878,P,7800,ATL@COL 09/02/2021 08:40PM ET,ATL,15.61
RP,J.C. Mejia (18991875),J.C. Mejia,18991875,P,7800,CLE@KC 09/02/2021 08:10PM ET,CLE,3.99
RP,Alex Young (18991876),Alex Young,18991876,P,7800,CLE@KC 09/02/2021 08:10PM ET,CLE,2.12
RP,Steven Brault (18991881),Steven Brault,18991881,P,7700,PIT@CHC 09/02/2021 08:05PM ET,PIT,7.23
SP,Tylor Megill (18991880),Tylor Megill,18991880,P,7700,MIA@NYM 09/02/2021 07:10PM ET,NYM,14.33
SP,German Marquez (18991882),German Marquez,18991882,P,7700,ATL@COL 09/02/2021 08:40PM ET,COL,17.05
SP,Cal Quantrill (18991879),Cal Quantrill,18991879,P,7700,CLE@KC 09/02/2021 08:10PM ET,CLE,8.91
SP,Cody Poteet (18991883),Cody Poteet,18991883,P,7600,MIA@NYM 09/02/2021 07:10PM ET,MIA,10.3
RP,Zach Thompson (18991469),Zach Thompson,18991469,P,7500,MIA@NYM 09/02/2021 07:10PM ET,MIA,11.84
SP,Drew Smyly (18991884),Drew Smyly,18991884,P,7500,ATL@COL 09/02/2021 08:40PM ET,ATL,11.35
SP,Braxton Garrett (18991885),Braxton Garrett,18991885,P,7400,MIA@NYM 09/02/2021 07:10PM ET,MIA,8.51
SP,Tucker Davidson (18991887),Tucker Davidson,18991887,P,7400,ATL@COL 09/02/2021 08:40PM ET,ATL,12.8
SP,Eli Morgan (18991886),Eli Morgan,18991886,P,7400,CLE@KC 09/02/2021 08:10PM ET,CLE,10.54
SP,Chad Kuhl (18991889),Chad Kuhl,18991889,P,7300,PIT@CHC 09/02/2021 08:05PM ET,PIT,9.69
SP,Jordan Holloway (18991888),Jordan Holloway,18991888,P,7300,MIA@NYM 09/02/2021 07:10PM ET,MIA,7.66
RP,Kyle Muller (18991890),Kyle Muller,18991890,P,7300,ATL@COL 09/02/2021 08:40PM ET,ATL,11.3
RP,Miguel Yajure (18991891),Miguel Yajure,18991891,P,7200,PIT@CHC 09/02/2021 08:05PM ET,PIT,12.1
SP,Mike Minor (18991470),Mike Minor,18991470,P,7200,CLE@KC 09/02/2021 08:10PM ET,KC,13.81
SP,JT Brubaker (18991893),JT Brubaker,18991893,P,7100,PIT@CHC 09/02/2021 08:05PM ET,PIT,12.52
SP,Jesus Luzardo (18991892),Jesus Luzardo,18991892,P,7100,MIA@NYM 09/02/2021 07:10PM ET,MIA,6.86
RP,Chase De Jong (18991913),Chase De Jong,18991913,P,7000,PIT@CHC 09/02/2021 08:05PM ET,PIT,8.28
SP,Zack Godley (18991894),Zack Godley,18991894,P,7000,MIA@NYM 09/02/2021 07:10PM ET,NYM,-0.25
SP,Corey Oswalt (18991900),Corey Oswalt,18991900,P,7000,MIA@NYM 09/02/2021 07:10PM ET,NYM,10.28
SP,Jerad Eickhoff (18991905),Jerad Eickhoff,18991905,P,7000,MIA@NYM 09/02/2021 07:10PM ET,NYM,1.08
SP,Rich Hill (18991906),Rich Hill,18991906,P,7000,MIA@NYM 09/02/2021 07:10PM ET,NYM,12.49
SP,David Peterson (18991907),David Peterson,18991907,P,7000,MIA@NYM 09/02/2021 07:10PM ET,NYM,9.74
SP,Joey Lucchesi (18991909),Joey Lucchesi,18991909,P,7000,MIA@NYM 09/02/2021 07:10PM ET,NYM,9.64
RP,Robert Stock (18991910),Robert Stock,18991910,P,7000,MIA@NYM 09/02/2021 07:10PM ET,NYM,3.42
RP,Daniel Castano (18991912),Daniel Castano,18991912,P,7000,MIA@NYM 09/02/2021 07:10PM ET,MIA,5.55
SP,Antonio Senzatela (18991911),Antonio Senzatela,18991911,P,7000,ATL@COL 09/02/2021 08:40PM ET,COL,11.17
SP,Ryan Yarbrough (18991895),Ryan Yarbrough,18991895,P,7000,BOS@TB 09/02/2021 07:10PM ET,TB,12.46
RP,Tommy Hunter (18991896),Tommy Hunter,18991896,P,7000,BOS@TB 09/02/2021 07:10PM ET,TB,6.3
RP,Louis Head (18991897),Louis Head,18991897,P,7000,BOS@TB 09/02/2021 07:10PM ET,TB,3.79
SP,Drew Rasmussen (18991898),Drew Rasmussen,18991898,P,7000,BOS@TB 09/02/2021 07:10PM ET,TB,5.61
RP,Andrew Kittredge (18991899),Andrew Kittredge,18991899,P,7000,BOS@TB 09/02/2021 07:10PM ET,TB,5.46
SP,Nick Pivetta (18991901),Nick Pivetta,18991901,P,7000,BOS@TB 09/02/2021 07:10PM ET,BOS,15.01
RP,Pete Fairbanks (18991902),Pete Fairbanks,18991902,P,7000,BOS@TB 09/02/2021 07:10PM ET,TB,3.31
SP,Garrett Richards (18991903),Garrett Richards,18991903,P,7000,BOS@TB 09/02/2021 07:10PM ET,BOS,8.76
SP,Brent Honeywell Jr. (18991904),Brent Honeywell Jr.,18991904,P,7000,BOS@TB 09/02/2021 07:10PM ET,TB,1.65
RP,Chris Mazza (18991908),Chris Mazza,18991908,P,7000,BOS@TB 09/02/2021 07:10PM ET,TB,3.43
SP,Cody Ponce (18991916),Cody Ponce,18991916,P,6900,PIT@CHC 09/02/2021 08:05PM ET,PIT,3.5
SP,Nick Neidert (18991915),Nick Neidert,18991915,P,6900,MIA@NYM 09/02/2021 07:10PM ET,MIA,6.86
SP,Kyle Freeland (18991914),Kyle Freeland,18991914,P,6900,ATL@COL 09/02/2021 08:40PM ET,COL,11.33
SP,Wil Crowe (18991917),Wil Crowe,18991917,P,6800,PIT@CHC 09/02/2021 08:05PM ET,PIT,8.75
RP,Ross Detwiler (18991920),Ross Detwiler,18991920,P,6800,MIA@NYM 09/02/2021 07:10PM ET,MIA,2.89
SP,Jon Gray (18991919),Jon Gray,18991919,P,6800,ATL@COL 09/02/2021 08:40PM ET,COL,13.19
SP,Brady Singer (18991918),Brady Singer,18991918,P,6800,CLE@KC 09/02/2021 08:10PM ET,KC,10.91
RP,Kohl Stewart (18991921),Kohl Stewart,18991921,P,6700,PIT@CHC 09/02/2021 08:05PM ET,CHC,6.44
SP,Trevor Cahill (18991922),Trevor Cahill,18991922,P,6700,PIT@CHC 09/02/2021 08:05PM ET,PIT,7.01
SP,Trevor Williams (18991923),Trevor Williams,18991923,P,6700,MIA@NYM 09/02/2021 07:10PM ET,NYM,10.96
RP,Anthony Bender (18991924),Anthony Bender,18991924,P,6700,MIA@NYM 09/02/2021 07:10PM ET,MIA,3.59
SP,Justin Steele (18991925),Justin Steele,18991925,P,6600,PIT@CHC 09/02/2021 08:05PM ET,CHC,6.84
SP,Max Kranick (18991926),Max Kranick,18991926,P,6600,PIT@CHC 09/02/2021 08:05PM ET,PIT,4.55
RP,Paul Campbell (18991927),Paul Campbell,18991927,P,6600,MIA@NYM 09/02/2021 07:10PM ET,MIA,2.78
RP,Alec Mills (18991928),Alec Mills,18991928,P,6500,PIT@CHC 09/02/2021 08:05PM ET,CHC,7.01
SP,Dillon Peters (18991929),Dillon Peters,18991929,P,6500,PIT@CHC 09/02/2021 08:05PM ET,PIT,10.53
RP,Edward Cabrera (18991931),Edward Cabrera,18991931,P,6500,MIA@NYM 09/02/2021 07:10PM ET,MIA,4.82
SP,Carlos Hernandez (18991930),Carlos Hernandez,18991930,P,6500,CLE@KC 09/02/2021 08:10PM ET,KC,9.64
RP,Luis Oviedo (18991932),Luis Oviedo,18991932,P,6400,PIT@CHC 09/02/2021 08:05PM ET,PIT,1.51
RP,Anthony Bass (18991933),Anthony Bass,18991933,P,6400,MIA@NYM 09/02/2021 07:10PM ET,MIA,2.18
SP,Bryse Wilson (18991936),Bryse Wilson,18991936,P,6300,PIT@CHC 09/02/2021 08:05PM ET,PIT,8.68
SP,Kyle Wright (18991935),Kyle Wright,18991935,P,6300,ATL@COL 09/02/2021 08:40PM ET,ATL,1.32
SP,Daniel Lynch (18991934),Daniel Lynch,18991934,P,6300,CLE@KC 09/02/2021 08:10PM ET,KC,11.00
SP,Mitch Keller (18991471),Mitch Keller,18991471,P,6200,PIT@CHC 09/02/2021 08:05PM ET,PIT,7.35
RP,Sam Hentges (18991937),Sam Hentges,18991937,P,6200,CLE@KC 09/02/2021 08:10PM ET,CLE,3.88
RP,A.J. Minter (18991938),A.J. Minter,18991938,P,6100,ATL@COL 09/02/2021 08:40PM ET,ATL,2.67
SP,Sean Newcomb (18991940),Sean Newcomb,18991940,P,6000,ATL@COL 09/02/2021 08:40PM ET,ATL,2.72
RP,Ryan Brasier (18991939),Ryan Brasier,18991939,P,6000,BOS@TB 09/02/2021 07:10PM ET,BOS,0
1B,Freddie Freeman (18991476),Freddie Freeman,18991476,1B,5900,ATL@COL 09/02/2021 08:40PM ET,ATL,9.13
SP,Mike Soroka (18991943),Mike Soroka,18991943,P,5900,ATL@COL 09/02/2021 08:40PM ET,ATL,0
RP,Colten Brewer (18991941),Colten Brewer,18991941,P,5900,BOS@TB 09/02/2021 07:10PM ET,BOS,-7.95
3B,Jose Ramirez (18991474),Jose Ramirez,18991474,3B,5900,CLE@KC 09/02/2021 08:10PM ET,CLE,9.86
C,Salvador Perez (18991475),Salvador Perez,18991475,C,5900,CLE@KC 09/02/2021 08:10PM ET,KC,8.39
SP,Kris Bubic (18991942),Kris Bubic,18991942,P,5900,CLE@KC 09/02/2021 08:10PM ET,KC,8.98
2B,Ozzie Albies (18991477),Ozzie Albies,18991477,2B,5800,ATL@COL 09/02/2021 08:40PM ET,ATL,9.06
SP,Tanner Roark (18991944),Tanner Roark,18991944,P,5800,ATL@COL 09/02/2021 08:40PM ET,ATL,3.45
3B,Rafael Devers (18991478),Rafael Devers,18991478,3B,5800,BOS@TB 09/02/2021 07:10PM ET,BOS,9.25
RP,Josh Tomlin (18991945),Josh Tomlin,18991945,P,5700,ATL@COL 09/02/2021 08:40PM ET,ATL,2.16
SS,Xander Bogaerts (18991479),Xander Bogaerts,18991479,SS,5700,BOS@TB 09/02/2021 07:10PM ET,BOS,8.40
RP,Keegan Thompson (18991472),Keegan Thompson,18991472,P,5600,PIT@CHC 09/02/2021 08:05PM ET,CHC,4.65
3B,Austin Riley (18991480),Austin Riley,18991480,3B,5600,ATL@COL 09/02/2021 08:40PM ET,ATL,8.40
SS,Dansby Swanson (18991481),Dansby Swanson,18991481,SS,5600,ATL@COL 09/02/2021 08:40PM ET,ATL,8.12
RP,Jesse Chavez (18991946),Jesse Chavez,18991946,P,5600,ATL@COL 09/02/2021 08:40PM ET,ATL,4.42
RP,Logan Allen (18991947),Logan Allen,18991947,P,5600,CLE@KC 09/02/2021 08:10PM ET,CLE,4.86
SS,Trevor Story (18991482),Trevor Story,18991482,SS,5500,ATL@COL 09/02/2021 08:40PM ET,COL,8.32
1B,Nelson Cruz (18991483),Nelson Cruz,18991483,1B,5400,BOS@TB 09/02/2021 07:10PM ET,TB,8.17
1B,C.J. Cron (18991484),C.J. Cron,18991484,1B,5300,ATL@COL 09/02/2021 08:40PM ET,COL,8.11
SP,Ervin Santana (18991948),Ervin Santana,18991948,P,5300,CLE@KC 09/02/2021 08:10PM ET,KC,3.79
OF,Charlie Blackmon (18991486),Charlie Blackmon,18991486,OF,5200,ATL@COL 09/02/2021 08:40PM ET,COL,6.62
SP,Ryan Castellani (18991951),Ryan Castellani,18991951,P,5200,ATL@COL 09/02/2021 08:40PM ET,COL,1.5
2B,Brandon Lowe (18991485),Brandon Lowe,18991485,2B,5200,BOS@TB 09/02/2021 07:10PM ET,TB,8.51
SP,Brad Keller (18991949),Brad Keller,18991949,P,5200,CLE@KC 09/02/2021 08:10PM ET,KC,10.59
SP,Kyle Zimmer (18991950),Kyle Zimmer,18991950,P,5200,CLE@KC 09/02/2021 08:10PM ET,KC,2.63
SP,Chi Chi Gonzalez (18991473),Chi Chi Gonzalez,18991473,P,5100,ATL@COL 09/02/2021 08:40PM ET,COL,5.70
RP,Lucas Gilbreath (18991953),Lucas Gilbreath,18991953,P,5100,ATL@COL 09/02/2021 08:40PM ET,COL,2.17
OF,Kyle Schwarber (18991487),Kyle Schwarber,18991487,OF,5100,BOS@TB 09/02/2021 07:10PM ET,BOS,9.16
SS,Wander Franco (18991488),Wander Franco,18991488,SS,5100,BOS@TB 09/02/2021 07:10PM ET,TB,8.74
SP,Jackson Kowar (18991952),Jackson Kowar,18991952,P,5100,CLE@KC 09/02/2021 08:10PM ET,KC,1.59
SP,Jhoulys Chacin (18991955),Jhoulys Chacin,18991955,P,5000,ATL@COL 09/02/2021 08:40PM ET,COL,3.42
OF,Franmil Reyes (18991489),Franmil Reyes,18991489,OF,5000,CLE@KC 09/02/2021 08:10PM ET,CLE,8.79
SP,Jakob Junis (18991954),Jakob Junis,18991954,P,5000,CLE@KC 09/02/2021 08:10PM ET,KC,6.22
2B,Nick Madrigal (18991490),Nick Madrigal,18991490,2B,4900,PIT@CHC 09/02/2021 08:05PM ET,CHC,6.89
SS,Francisco Lindor (18991492),Francisco Lindor,18991492,SS,4800,MIA@NYM 09/02/2021 07:10PM ET,NYM,6.98
OF,J.D. Martinez (18991491),J.D. Martinez,18991491,OF,4800,BOS@TB 09/02/2021 07:10PM ET,BOS,8.79
2B,Whit Merrifield (18991493),Whit Merrifield,18991493,2B,4800,CLE@KC 09/02/2021 08:10PM ET,KC,8.71
RP,Ronald Bolanos (18991956),Ronald Bolanos,18991956,P,4800,CLE@KC 09/02/2021 08:10PM ET,KC,9.55
3B/OF,Patrick Wisdom (18991495),Patrick Wisdom,18991495,3B/OF,4700,PIT@CHC 09/02/2021 08:05PM ET,CHC,7.58
2B/SS,Nico Hoerner (18991498),Nico Hoerner,18991498,2B/SS,4700,PIT@CHC 09/02/2021 08:05PM ET,CHC,6.38
C,Willson Contreras (18991497),Willson Contreras,18991497,C,4600,PIT@CHC 09/02/2021 08:05PM ET,CHC,6.69
2B/SS,Brendan Rodgers (18991500),Brendan Rodgers,18991500,2B/SS,4600,ATL@COL 09/02/2021 08:40PM ET,COL,7.17
3B,Ryan McMahon (18991502),Ryan McMahon,18991502,3B,4600,ATL@COL 09/02/2021 08:40PM ET,COL,7.38
OF,Adam Duvall (18991504),Adam Duvall,18991504,OF,4600,ATL@COL 09/02/2021 08:40PM ET,ATL,7.47
1B,Pete Alonso (18991506),Pete Alonso,18991506,1B,4500,MIA@NYM 09/02/2021 07:10PM ET,NYM,8.23
C,Elias Diaz (18991507),Elias Diaz,18991507,C,4500,ATL@COL 09/02/2021 08:40PM ET,COL,6.21
2B,Kike Hernandez (18991503),Kike Hernandez,18991503,2B,4500,BOS@TB 09/02/2021 07:10PM ET,BOS,7.90
OF,Randy Arozarena (18991508),Randy Arozarena,18991508,OF,4500,BOS@TB 09/02/2021 07:10PM ET,TB,8.52
SS,Adalberto Mondesi (18991505),Adalberto Mondesi,18991505,SS,4500,CLE@KC 09/02/2021 08:10PM ET,KC,12.54
OF,Ian Happ (18991512),Ian Happ,18991512,OF,4400,PIT@CHC 09/02/2021 08:05PM ET,CHC,5.41
2B/SS,Javier Baez (18991509),Javier Baez,18991509,2B/SS,4400,MIA@NYM 09/02/2021 07:10PM ET,NYM,8.12
OF,Connor Joe (18991511),Connor Joe,18991511,OF,4400,ATL@COL 09/02/2021 08:40PM ET,COL,6.43
C,Mike Zunino (18991513),Mike Zunino,18991513,C,4400,BOS@TB 09/02/2021 07:10PM ET,TB,7.40
OF,Austin Meadows (18991514),Austin Meadows,18991514,OF,4400,BOS@TB 09/02/2021 07:10PM ET,TB,8.20
OF,Marcell Ozuna (18991516),Marcell Ozuna,18991516,OF,4300,ATL@COL 09/02/2021 08:40PM ET,ATL,6.56
C,Travis d'Arnaud (18991520),Travis d'Arnaud,18991520,C,4300,ATL@COL 09/02/2021 08:40PM ET,ATL,5.86
1B/3B,Yandy Diaz (18991517),Yandy Diaz,18991517,1B/3B,4300,BOS@TB 09/02/2021 07:10PM ET,TB,6.54
SS,Amed Rosario (18991515),Amed Rosario,18991515,SS,4300,CLE@KC 09/02/2021 08:10PM ET,CLE,7.53
2B/SS,Jazz Chisholm Jr. (18991521),Jazz Chisholm Jr.,18991521,2B/SS,4200,MIA@NYM 09/02/2021 07:10PM ET,MIA,7.97
OF,Hunter Renfroe (18991519),Hunter Renfroe,18991519,OF,4200,BOS@TB 09/02/2021 07:10PM ET,BOS,7.86
OF,Rafael Ortega (18991524),Rafael Ortega,18991524,OF,4100,PIT@CHC 09/02/2021 08:05PM ET,CHC,5.82
SS,Miguel Rojas (18991523),Miguel Rojas,18991523,SS,4100,MIA@NYM 09/02/2021 07:10PM ET,MIA,7
RP,Shea Spitzbarth (18991969),Shea Spitzbarth,18991969,P,4000,PIT@CHC 09/02/2021 08:05PM ET,PIT,0.83
RP,Blake Cederlind (18991970),Blake Cederlind,18991970,P,4000,PIT@CHC 09/02/2021 08:05PM ET,PIT,0
RP,Joe Biagini (18991971),Joe Biagini,18991971,P,4000,PIT@CHC 09/02/2021 08:05PM ET,CHC,0
RP,Tommy Nance (18991973),Tommy Nance,18991973,P,4000,PIT@CHC 09/02/2021 08:05PM ET,CHC,3.10
RP,Brad Wieck (18991976),Brad Wieck,18991976,P,4000,PIT@CHC 09/02/2021 08:05PM ET,CHC,5.48
SP,Adrian Sampson (18991977),Adrian Sampson,18991977,P,4000,PIT@CHC 09/02/2021 08:05PM ET,CHC,4.75
RP,Rex Brothers (18991979),Rex Brothers,18991979,P,4000,PIT@CHC 09/02/2021 08:05PM ET,CHC,3.39
RP,Adam Morgan (18991981),Adam Morgan,18991981,P,4000,PIT@CHC 09/02/2021 08:05PM ET,CHC,2.27
SP,Roansy Contreras (18991984),Roansy Contreras,18991984,P,4000,PIT@CHC 09/02/2021 08:05PM ET,PIT,0
RP,Codi Heuer (18991986),Codi Heuer,18991986,P,4000,PIT@CHC 09/02/2021 08:05PM ET,CHC,2.68
RP,Kyle Keller (18992001),Kyle Keller,18992001,P,4000,PIT@CHC 09/02/2021 08:05PM ET,PIT,1.77
RP,Manuel Rodriguez (18992006),Manuel Rodriguez,18992006,P,4000,PIT@CHC 09/02/2021 08:05PM ET,CHC,3.74
SP,Brendon Little (18992014),Brendon Little,18992014,P,4000,PIT@CHC 09/02/2021 08:05PM ET,CHC,0
RP,Jason Adam (18992017),Jason Adam,18992017,P,4000,PIT@CHC 09/02/2021 08:05PM ET,CHC,2.05
RP,Chasen Shreve (18992026),Chasen Shreve,18992026,P,4000,PIT@CHC 09/02/2021 08:05PM ET,PIT,2.48
RP,Jonathan Holder (18992028),Jonathan Holder,18992028,P,4000,PIT@CHC 09/02/2021 08:05PM ET,CHC,0
SP,Cory Abbott (18992029),Cory Abbott,18992029,P,4000,PIT@CHC 09/02/2021 08:05PM ET,CHC,1.12
RP,Duane Underwood Jr. (18992034),Duane Underwood Jr.,18992034,P,4000,PIT@CHC 09/02/2021 08:05PM ET,PIT,3.94
RP,Pedro Strop (18992035),Pedro Strop,18992035,P,4000,PIT@CHC 09/02/2021 08:05PM ET,CHC,6.05
RP,Keury Mella (18992044),Keury Mella,18992044,P,4000,PIT@CHC 09/02/2021 08:05PM ET,PIT,-5.12
SP,Quinn Priester (18992048),Quinn Priester,18992048,P,4000,PIT@CHC 09/02/2021 08:05PM ET,PIT,0
RP,Shelby Miller (18992050),Shelby Miller,18992050,P,4000,PIT@CHC 09/02/2021 08:05PM ET,PIT,-2.76
RP,Michael Rucker (18992052),Michael Rucker,18992052,P,4000,PIT@CHC 09/02/2021 08:05PM ET,CHC,2.49
SP,James Marvel (18992063),James Marvel,18992063,P,4000,PIT@CHC 09/02/2021 08:05PM ET,PIT,0
SP,Anthony Banda (18992064),Anthony Banda,18992064,P,4000,PIT@CHC 09/02/2021 08:05PM ET,PIT,2.89
RP,Marcus Walden (18992071),Marcus Walden,18992071,P,4000,PIT@CHC 09/02/2021 08:05PM ET,CHC,0
RP,Dan Winkler (18992072),Dan Winkler,18992072,P,4000,PIT@CHC 09/02/2021 08:05PM ET,CHC,1.80
RP,Tyler Bashlor (18992076),Tyler Bashlor,18992076,P,4000,PIT@CHC 09/02/2021 08:05PM ET,PIT,0
RP,Dillon Maples (18992078),Dillon Maples,18992078,P,4000,PIT@CHC 09/02/2021 08:05PM ET,CHC,4.20
RP,Scott Effross (18992087),Scott Effross,18992087,P,4000,PIT@CHC 09/02/2021 08:05PM ET,CHC,-1.7
RP,Nick Mears (18992093),Nick Mears,18992093,P,4000,PIT@CHC 09/02/2021 08:05PM ET,PIT,1.78
SP,Jose Soriano (18992105),Jose Soriano,18992105,P,4000,PIT@CHC 09/02/2021 08:05PM ET,PIT,0
RP,Rowan Wick (18992107),Rowan Wick,18992107,P,4000,PIT@CHC 09/02/2021 08:05PM ET,CHC,2.91
SP,Anderson Espinoza (18992114),Anderson Espinoza,18992114,P,4000,PIT@CHC 09/02/2021 08:05PM ET,CHC,0
RP,Trevor Megill (18992123),Trevor Megill,18992123,P,4000,PIT@CHC 09/02/2021 08:05PM ET,CHC,1.08
RP,Sam Howard (18992127),Sam Howard,18992127,P,4000,PIT@CHC 09/02/2021 08:05PM ET,PIT,2.33
SP,Chris Stratton (18992133),Chris Stratton,18992133,P,4000,PIT@CHC 09/02/2021 08:05PM ET,PIT,3.62
RP,Kyle Ryan (18992139),Kyle Ryan,18992139,P,4000,PIT@CHC 09/02/2021 08:05PM ET,CHC,0.94
RP,David Bednar (18992146),David Bednar,18992146,P,4000,PIT@CHC 09/02/2021 08:05PM ET,PIT,3.69
RP,Seth Lugo (18991957),Seth Lugo,18991957,P,4000,MIA@NYM 09/02/2021 07:10PM ET,NYM,3.54
RP,Robert Gsellman (18991958),Robert Gsellman,18991958,P,4000,MIA@NYM 09/02/2021 07:10PM ET,NYM,3.01
RP,Aaron Loup (18991959),Aaron Loup,18991959,P,4000,MIA@NYM 09/02/2021 07:10PM ET,NYM,3.29
SP,Jordan Yamamoto (18991960),Jordan Yamamoto,18991960,P,4000,MIA@NYM 09/02/2021 07:10PM ET,NYM,5.3
RP,Miguel Castro (18991961),Miguel Castro,18991961,P,4000,MIA@NYM 09/02/2021 07:10PM ET,NYM,3.17
RP,Jake Reed (18991962),Jake Reed,18991962,P,4000,MIA@NYM 09/02/2021 07:10PM ET,NYM,3.95
RP,Zach Pop (18991968),Zach Pop,18991968,P,4000,MIA@NYM 09/02/2021 07:10PM ET,MIA,2.63
RP,Preston Guilmet (18991978),Preston Guilmet,18991978,P,4000,MIA@NYM 09/02/2021 07:10PM ET,MIA,2.25
RP,Richard Bleier (18991983),Richard Bleier,18991983,P,4000,MIA@NYM 09/02/2021 07:10PM ET,MIA,2.10
RP,Edwin Diaz (18991989),Edwin Diaz,18991989,P,4000,MIA@NYM 09/02/2021 07:10PM ET,NYM,3.98
