Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RP,Yosver Zulueta (28030574),Yosver Zulueta,28030574,P,4000,NYY@TOR 05/18/2023 07:07PM ET,TOR,0
RP,Zach Greene (28030575),Zach Greene,28030575,P,4000,NYY@TOR 05/18/2023 07:07PM ET,NYY,0
RP,Julian Fernandez (28030576),Julian Fernandez,28030576,P,4000,NYY@TOR 05/18/2023 07:07PM ET,TOR,0
SP,Steven Jennings (28030577),Steven Jennings,28030577,P,4000,NYY@TOR 05/18/2023 07:07PM ET,NYY,0
SP,Sem Robberse (28030578),Sem Robberse,28030578,P,4000,NYY@TOR 05/18/2023 07:07PM ET,TOR,0
SP,Yoendrys Gomez (28030579),Yoendrys Gomez,28030579,P,4000,NYY@TOR 05/18/2023 07:07PM ET,NYY,0
RP,Matt Peacock (28030580),Matt Peacock,28030580,P,4000,NYY@TOR 05/18/2023 07:07PM ET,TOR,0
RP,Zach Thompson (28030581),Zach Thompson,28030581,P,4000,NYY@TOR 05/18/2023 07:07PM ET,TOR,0
RP,Lou Trivino (28030583),Lou Trivino,28030583,P,4000,NYY@TOR 05/18/2023 07:07PM ET,NYY,0
RP,Tommy Kahnle (28030584),Tommy Kahnle,28030584,P,4000,NYY@TOR 05/18/2023 07:07PM ET,NYY,0
RP,Scott Effross (28030585),Scott Effross,28030585,P,4000,NYY@TOR 05/18/2023 07:07PM ET,NYY,0
RP,Yimi Garcia (28030586),Yimi Garcia,28030586,P,4000,NYY@TOR 05/18/2023 07:07PM ET,TOR,2.80
RP,Chad Green (28030587),Chad Green,28030587,P,4000,NYY@TOR 05/18/2023 07:07PM ET,TOR,0
RP,Nick Ramirez (28030588),Nick Ramirez,28030588,P,4000,NYY@TOR 05/18/2023 07:07PM ET,NYY,4.08
RP,Wandy Peralta (28030592),Wandy Peralta,28030592,P,4000,NYY@TOR 05/18/2023 07:07PM ET,NYY,2.82
RP,Tim Mayza (28030595),Tim Mayza,28030595,P,4000,NYY@TOR 05/18/2023 07:07PM ET,TOR,2.82
RP,Casey Lawrence (28030599),Casey Lawrence,28030599,P,4000,NYY@TOR 05/18/2023 07:07PM ET,TOR,0
RP,Ron Marinaccio (28030603),Ron Marinaccio,28030603,P,4000,NYY@TOR 05/18/2023 07:07PM ET,NYY,3.62
RP,Deivi Garcia (28030604),Deivi Garcia,28030604,P,4000,NYY@TOR 05/18/2023 07:07PM ET,NYY,6.95
RP,Greg Weissert (28030605),Greg Weissert,28030605,P,4000,NYY@TOR 05/18/2023 07:07PM ET,NYY,1.64
RP,Luke Bard (28030606),Luke Bard,28030606,P,4000,NYY@TOR 05/18/2023 07:07PM ET,TOR,0
RP,Ryan Weber (28030611),Ryan Weber,28030611,P,4000,NYY@TOR 05/18/2023 07:07PM ET,NYY,2
RP,Jay Jackson (28030613),Jay Jackson,28030613,P,4000,NYY@TOR 05/18/2023 07:07PM ET,TOR,2.32
RP,Anthony Bass (28030615),Anthony Bass,28030615,P,4000,NYY@TOR 05/18/2023 07:07PM ET,TOR,1.51
RP,Clay Holmes (28030616),Clay Holmes,28030616,P,4000,NYY@TOR 05/18/2023 07:07PM ET,NYY,3.13
RP,Adam Cimber (28030618),Adam Cimber,28030618,P,4000,NYY@TOR 05/18/2023 07:07PM ET,TOR,1.52
RP,Jordan Romano (28030619),Jordan Romano,28030619,P,4000,NYY@TOR 05/18/2023 07:07PM ET,TOR,3.89
RP,Paul Fry (28030620),Paul Fry,28030620,P,4000,NYY@TOR 05/18/2023 07:07PM ET,TOR,0
RP,Zach Pop (28030621),Zach Pop,28030621,P,4000,NYY@TOR 05/18/2023 07:07PM ET,TOR,2.17
RP,Junior Fernandez (28030624),Junior Fernandez,28030624,P,4000,NYY@TOR 05/18/2023 07:07PM ET,TOR,0
RP,Jonathan Loaisiga (28030628),Jonathan Loaisiga,28030628,P,4000,NYY@TOR 05/18/2023 07:07PM ET,NYY,1.9
RP,Tanner Tully (28030632),Tanner Tully,28030632,P,4000,NYY@TOR 05/18/2023 07:07PM ET,NYY,0
RP,Colten Brewer (28030633),Colten Brewer,28030633,P,4000,NYY@TOR 05/18/2023 07:07PM ET,NYY,4.25
RP,Jimmy Cordero (28030634),Jimmy Cordero,28030634,P,4000,NYY@TOR 05/18/2023 07:07PM ET,NYY,4.00
RP,Albert Abreu (28030638),Albert Abreu,28030638,P,4000,NYY@TOR 05/18/2023 07:07PM ET,NYY,3.2
RP,Ian Hamilton (28030639),Ian Hamilton,28030639,P,4000,NYY@TOR 05/18/2023 07:07PM ET,NYY,5.82
RP,James Norwood (28030640),James Norwood,28030640,P,4000,NYY@TOR 05/18/2023 07:07PM ET,NYY,0
SP,Trevor Richards (28030642),Trevor Richards,28030642,P,4000,NYY@TOR 05/18/2023 07:07PM ET,TOR,4.34
SP,Bowden Francis (28030643),Bowden Francis,28030643,P,4000,NYY@TOR 05/18/2023 07:07PM ET,TOR,0
SP,Trent Thornton (28030644),Trent Thornton,28030644,P,4000,NYY@TOR 05/18/2023 07:07PM ET,TOR,0
2B/3B,Nolan Gorman (28030387),Nolan Gorman,28030387,2B/3B,4000,LAD@STL 05/18/2023 07:45PM ET,STL,8.90
RP,Matt Andriese (28030552),Matt Andriese,28030552,P,4000,LAD@STL 05/18/2023 07:45PM ET,LAD,0
RP,Guillermo Zuniga (28030553),Guillermo Zuniga,28030553,P,4000,LAD@STL 05/18/2023 07:45PM ET,STL,6.25
SP,Jimmy Nelson (28030554),Jimmy Nelson,28030554,P,4000,LAD@STL 05/18/2023 07:45PM ET,LAD,0
SP,Michael McGreevy (28030555),Michael McGreevy,28030555,P,4000,LAD@STL 05/18/2023 07:45PM ET,STL,0
SP,Dylan Covey (28030556),Dylan Covey,28030556,P,4000,LAD@STL 05/18/2023 07:45PM ET,LAD,7.4
SP,Landon Knack (28030560),Landon Knack,28030560,P,4000,LAD@STL 05/18/2023 07:45PM ET,LAD,0
RP,Andrew Suarez (28030561),Andrew Suarez,28030561,P,4000,LAD@STL 05/18/2023 07:45PM ET,STL,0
SP,John Rooney (28030562),John Rooney,28030562,P,4000,LAD@STL 05/18/2023 07:45PM ET,LAD,0
RP,Marshall Kasowski (28030564),Marshall Kasowski,28030564,P,4000,LAD@STL 05/18/2023 07:45PM ET,LAD,0
SP,Connor Thomas (28030565),Connor Thomas,28030565,P,4000,LAD@STL 05/18/2023 07:45PM ET,STL,0
RP,Bryan Hudson (28030566),Bryan Hudson,28030566,P,4000,LAD@STL 05/18/2023 07:45PM ET,LAD,0
SP,Alex Reyes (28030569),Alex Reyes,28030569,P,4000,LAD@STL 05/18/2023 07:45PM ET,LAD,0
SP,Braydon Fisher (28030570),Braydon Fisher,28030570,P,4000,LAD@STL 05/18/2023 07:45PM ET,LAD,0
RP,Wilking Rodriguez (28030571),Wilking Rodriguez,28030571,P,4000,LAD@STL 05/18/2023 07:45PM ET,STL,0
SP,Tink Hence (28030572),Tink Hence,28030572,P,4000,LAD@STL 05/18/2023 07:45PM ET,STL,0
RP,Blake Treinen (28030582),Blake Treinen,28030582,P,4000,LAD@STL 05/18/2023 07:45PM ET,LAD,0
RP,Shelby Miller (28030589),Shelby Miller,28030589,P,4000,LAD@STL 05/18/2023 07:45PM ET,LAD,3.82
RP,Jordan Hicks (28030590),Jordan Hicks,28030590,P,4000,LAD@STL 05/18/2023 07:45PM ET,STL,3.26
RP,Drew VerHagen (28030591),Drew VerHagen,28030591,P,4000,LAD@STL 05/18/2023 07:45PM ET,STL,3.36
RP,Wander Suero (28030593),Wander Suero,28030593,P,4000,LAD@STL 05/18/2023 07:45PM ET,LAD,3.17
RP,Daniel Hudson (28030594),Daniel Hudson,28030594,P,4000,LAD@STL 05/18/2023 07:45PM ET,LAD,0
RP,JoJo Romero (28030596),JoJo Romero,28030596,P,4000,LAD@STL 05/18/2023 07:45PM ET,STL,2.98
RP,Brusdar Graterol (28030597),Brusdar Graterol,28030597,P,4000,LAD@STL 05/18/2023 07:45PM ET,LAD,2.76
RP,James Naile (28030598),James Naile,28030598,P,4000,LAD@STL 05/18/2023 07:45PM ET,STL,0.38
RP,Giovanny Gallegos (28030600),Giovanny Gallegos,28030600,P,4000,LAD@STL 05/18/2023 07:45PM ET,STL,3.46
RP,Genesis Cabrera (28030601),Genesis Cabrera,28030601,P,4000,LAD@STL 05/18/2023 07:45PM ET,STL,3.84
RP,Tyler Cyr (28030602),Tyler Cyr,28030602,P,4000,LAD@STL 05/18/2023 07:45PM ET,LAD,0
RP,Tayler Scott (28030607),Tayler Scott,28030607,P,4000,LAD@STL 05/18/2023 07:45PM ET,LAD,0
RP,Justin Bruihl (28030608),Justin Bruihl,28030608,P,4000,LAD@STL 05/18/2023 07:45PM ET,LAD,4.44
RP,Adam Kolarek (28030609),Adam Kolarek,28030609,P,4000,LAD@STL 05/18/2023 07:45PM ET,LAD,0
RP,Ryan Helsley (28030610),Ryan Helsley,28030610,P,4000,LAD@STL 05/18/2023 07:45PM ET,STL,4.42
RP,Kodi Whitley (28030612),Kodi Whitley,28030612,P,4000,LAD@STL 05/18/2023 07:45PM ET,STL,0
RP,Jake Walsh (28030614),Jake Walsh,28030614,P,4000,LAD@STL 05/18/2023 07:45PM ET,STL,0
RP,Andre Jackson (28030617),Andre Jackson,28030617,P,4000,LAD@STL 05/18/2023 07:45PM ET,LAD,2.82
RP,Caleb Ferguson (28030622),Caleb Ferguson,28030622,P,4000,LAD@STL 05/18/2023 07:45PM ET,LAD,3.69
SP,Chris Stratton (28030623),Chris Stratton,28030623,P,4000,LAD@STL 05/18/2023 07:45PM ET,STL,4.99
RP,Yency Almonte (28030625),Yency Almonte,28030625,P,4000,LAD@STL 05/18/2023 07:45PM ET,LAD,1.5
RP,Jake Reed (28030626),Jake Reed,28030626,P,4000,LAD@STL 05/18/2023 07:45PM ET,LAD,-12.1
RP,Victor Gonzalez (28030627),Victor Gonzalez,28030627,P,4000,LAD@STL 05/18/2023 07:45PM ET,LAD,4.81
RP,Robbie Erlin (28030629),Robbie Erlin,28030629,P,4000,LAD@STL 05/18/2023 07:45PM ET,LAD,0
RP,Phil Bickford (28030630),Phil Bickford,28030630,P,4000,LAD@STL 05/18/2023 07:45PM ET,LAD,3.80
RP,Packy Naughton (28030631),Packy Naughton,28030631,P,4000,LAD@STL 05/18/2023 07:45PM ET,STL,4.86
RP,Andre Pallante (28030635),Andre Pallante,28030635,P,4000,LAD@STL 05/18/2023 07:45PM ET,STL,2.71
RP,Alex Vesia (28030636),Alex Vesia,28030636,P,4000,LAD@STL 05/18/2023 07:45PM ET,LAD,1.37
RP,J.P. Feyereisen (28030637),J.P. Feyereisen,28030637,P,4000,LAD@STL 05/18/2023 07:45PM ET,LAD,0
RP,Evan Phillips (28030641),Evan Phillips,28030641,P,4000,LAD@STL 05/18/2023 07:45PM ET,LAD,3.74
OF,Lars Nootbaar (28030389),Lars Nootbaar,28030389,OF,3900,LAD@STL 05/18/2023 07:45PM ET,STL,8.9
OF,Tyler O'Neill (28030431),Tyler O'Neill,28030431,OF,3800,LAD@STL 05/18/2023 07:45PM ET,STL,4.83
OF,Daulton Varsho (28030390),Daulton Varsho,28030390,OF,3700,NYY@TOR 05/18/2023 07:07PM ET,TOR,7
SS,Anthony Volpe (28030391),Anthony Volpe,28030391,SS,3700,NYY@TOR 05/18/2023 07:07PM ET,NYY,7.42
2B/OF,Whit Merrifield (28030392),Whit Merrifield,28030392,2B/OF,3600,NYY@TOR 05/18/2023 07:07PM ET,TOR,7.86
OF,Harrison Bader (28030394),Harrison Bader,28030394,OF,3500,NYY@TOR 05/18/2023 07:07PM ET,NYY,8.93
1B/3B,DJ LeMahieu (28030395),DJ LeMahieu,28030395,1B/3B,3400,NYY@TOR 05/18/2023 07:07PM ET,NYY,7.13
C,Danny Jansen (28030397),Danny Jansen,28030397,C,3300,NYY@TOR 05/18/2023 07:07PM ET,TOR,6.14
OF,Jordan Walker (28030432),Jordan Walker,28030432,OF,3300,LAD@STL 05/18/2023 07:45PM ET,STL,6.9
C,Alejandro Kirk (28030400),Alejandro Kirk,28030400,C,3200,NYY@TOR 05/18/2023 07:07PM ET,TOR,5.03
OF/SS,Chris Taylor (28030398),Chris Taylor,28030398,SS/OF,3200,LAD@STL 05/18/2023 07:45PM ET,LAD,6.43
3B,Josh Donaldson (28030433),Josh Donaldson,28030433,3B,3100,NYY@TOR 05/18/2023 07:07PM ET,NYY,4.2
2B/OF,Brendan Donovan (28030401),Brendan Donovan,28030401,2B/OF,3100,LAD@STL 05/18/2023 07:45PM ET,STL,5.66
OF,Alec Burleson (28030403),Alec Burleson,28030403,OF,3000,LAD@STL 05/18/2023 07:45PM ET,STL,5.03
2B/3B,Oswald Peraza (28030434),Oswald Peraza,28030434,2B/3B,2900,NYY@TOR 05/18/2023 07:07PM ET,NYY,4.67
OF,Franchy Cordero (28030436),Franchy Cordero,28030436,OF,2900,NYY@TOR 05/18/2023 07:07PM ET,NYY,5.11
SS,Paul DeJong (28030404),Paul DeJong,28030404,SS,2900,LAD@STL 05/18/2023 07:45PM ET,STL,8.37
C,Patrick Mazeika (28030437),Patrick Mazeika,28030437,C,2900,LAD@STL 05/18/2023 07:45PM ET,LAD,0
OF,Juan Yepez (28030405),Juan Yepez,28030405,OF,2800,LAD@STL 05/18/2023 07:45PM ET,STL,3.5
2B/SS,Gavin Lux (28030438),Gavin Lux,28030438,2B/SS,2800,LAD@STL 05/18/2023 07:45PM ET,LAD,0
2B/SS,Wilmer Difo (28030440),Wilmer Difo,28030440,2B/SS,2700,NYY@TOR 05/18/2023 07:07PM ET,NYY,0
OF,Dylan Carlson (28030406),Dylan Carlson,28030406,OF,2700,LAD@STL 05/18/2023 07:45PM ET,STL,5.09
C,Jose Trevino (28030408),Jose Trevino,28030408,C,2600,NYY@TOR 05/18/2023 07:07PM ET,NYY,4.8
2B,Miguel Vargas (28030407),Miguel Vargas,28030407,2B,2600,LAD@STL 05/18/2023 07:45PM ET,LAD,7.02
OF,Bradley Zimmer (28030444),Bradley Zimmer,28030444,OF,2600,LAD@STL 05/18/2023 07:45PM ET,LAD,0
C,Kyle Higashioka (28030412),Kyle Higashioka,28030412,C,2500,NYY@TOR 05/18/2023 07:07PM ET,NYY,5.05
OF,Jason Heyward (28030410),Jason Heyward,28030410,OF,2500,LAD@STL 05/18/2023 07:45PM ET,LAD,4.85
2B/3B,Michael Busch (28030442),Michael Busch,28030442,2B/3B,2500,LAD@STL 05/18/2023 07:45PM ET,LAD,5.57
OF,Kevin Kiermaier (28030409),Kevin Kiermaier,28030409,OF,2400,NYY@TOR 05/18/2023 07:07PM ET,TOR,7.6
C,Austin Barnes (28030411),Austin Barnes,28030411,C,2400,LAD@STL 05/18/2023 07:45PM ET,LAD,2.76
1B,Brandon Belt (28030413),Brandon Belt,28030413,1B,2300,NYY@TOR 05/18/2023 07:07PM ET,TOR,5.76
OF,Willie Calhoun (28030414),Willie Calhoun,28030414,OF,2300,NYY@TOR 05/18/2023 07:07PM ET,NYY,5
OF,Trayce Thompson (28030415),Trayce Thompson,28030415,OF,2300,LAD@STL 05/18/2023 07:45PM ET,LAD,4.10
2B/3B,Taylor Motter (28030445),Taylor Motter,28030445,2B/3B,2300,LAD@STL 05/18/2023 07:45PM ET,STL,2.75
3B/OF,Oswaldo Cabrera (28030416),Oswaldo Cabrera,28030416,3B/OF,2200,NYY@TOR 05/18/2023 07:07PM ET,NYY,5.44
2B,Santiago Espinal (28030418),Santiago Espinal,28030418,2B,2200,NYY@TOR 05/18/2023 07:07PM ET,TOR,4
C,Tyler Heineman (28030447),Tyler Heineman,28030447,C,2200,NYY@TOR 05/18/2023 07:07PM ET,TOR,4
OF,Jordan Luplow (28030448),Jordan Luplow,28030448,OF,2200,NYY@TOR 05/18/2023 07:07PM ET,TOR,1
SS,Miguel Rojas (28030419),Miguel Rojas,28030419,SS,2200,LAD@STL 05/18/2023 07:45PM ET,LAD,2.96
2B/OF,Cavan Biggio (28030421),Cavan Biggio,28030421,2B/OF,2100,NYY@TOR 05/18/2023 07:07PM ET,TOR,3.35
3B/OF,Isiah Kiner-Falefa (28030423),Isiah Kiner-Falefa,28030423,3B/OF,2100,NYY@TOR 05/18/2023 07:07PM ET,NYY,3.42
C,Andrew Knizner (28030420),Andrew Knizner,28030420,C,2100,LAD@STL 05/18/2023 07:45PM ET,STL,5.48
OF,David Peralta (28030425),David Peralta,28030425,OF,2100,LAD@STL 05/18/2023 07:45PM ET,LAD,4.15
OF,Aaron Hicks (28030427),Aaron Hicks,28030427,OF,2000,NYY@TOR 05/18/2023 07:07PM ET,NYY,3.04
OF,Nathan Lukes (28030428),Nathan Lukes,28030428,OF,2000,NYY@TOR 05/18/2023 07:07PM ET,TOR,0.46
OF,Jake Bauers (28030429),Jake Bauers,28030429,OF,2000,NYY@TOR 05/18/2023 07:07PM ET,NYY,5.14
SS,Trey Sweeney (28030450),Trey Sweeney,28030450,SS,2000,NYY@TOR 05/18/2023 07:07PM ET,NYY,0
2B/SS,Tanner Morris (28030451),Tanner Morris,28030451,2B/SS,2000,NYY@TOR 05/18/2023 07:07PM ET,TOR,0
C,Jamie Ritchie (28030453),Jamie Ritchie,28030453,C,2000,NYY@TOR 05/18/2023 07:07PM ET,TOR,0
OF,Jasson Dominguez (28030454),Jasson Dominguez,28030454,OF,2000,NYY@TOR 05/18/2023 07:07PM ET,NYY,0
C,Ben Rortvedt (28030455),Ben Rortvedt,28030455,C,2000,NYY@TOR 05/18/2023 07:07PM ET,NYY,0
SS,Alex De Jesus (28030457),Alex De Jesus,28030457,SS,2000,NYY@TOR 05/18/2023 07:07PM ET,TOR,0
3B,Orelvis Martinez (28030458),Orelvis Martinez,28030458,3B,2000,NYY@TOR 05/18/2023 07:07PM ET,TOR,0
3B,Miguel Hiraldo (28030461),Miguel Hiraldo,28030461,3B,2000,NYY@TOR 05/18/2023 07:07PM ET,TOR,0
C,Anthony Seigler (28030468),Anthony Seigler,28030468,C,2000,NYY@TOR 05/18/2023 07:07PM ET,NYY,0
SS,Estiven Machado (28030469),Estiven Machado,28030469,SS,2000,NYY@TOR 05/18/2023 07:07PM ET,TOR,0
3B/SS,Addison Barger (28030470),Addison Barger,28030470,3B/SS,2000,NYY@TOR 05/18/2023 07:07PM ET,TOR,0
OF,Jeisson Rosario (28030475),Jeisson Rosario,28030475,OF,2000,NYY@TOR 05/18/2023 07:07PM ET,NYY,0
OF,Dasan Brown (28030476),Dasan Brown,28030476,OF,2000,NYY@TOR 05/18/2023 07:07PM ET,TOR,0
1B,Spencer Horwitz (28030477),Spencer Horwitz,28030477,1B,2000,NYY@TOR 05/18/2023 07:07PM ET,TOR,0
SS,Alexander Vargas (28030480),Alexander Vargas,28030480,SS,2000,NYY@TOR 05/18/2023 07:07PM ET,NYY,0
OF,Brandon Lockridge (28030482),Brandon Lockridge,28030482,OF,2000,NYY@TOR 05/18/2023 07:07PM ET,NYY,0
C,Rob Brantly (28030488),Rob Brantly,28030488,C,2000,NYY@TOR 05/18/2023 07:07PM ET,TOR,0
OF,Everson Pereira (28030489),Everson Pereira,28030489,OF,2000,NYY@TOR 05/18/2023 07:07PM ET,NYY,0
3B,Kaleb Cowart (28030490),Kaleb Cowart,28030490,3B,2000,NYY@TOR 05/18/2023 07:07PM ET,NYY,0
