Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SP,Trevor Bauer (17352042),Trevor Bauer,17352042,P,12200,LAD@MIL 05/01/2021 07:10PM ET,LAD,27.85
RP,Corbin Burnes (17352043),Corbin Burnes,17352043,P,11700,LAD@MIL 05/01/2021 07:10PM ET,MIL,30.12
SP,Walker Buehler (17352044),Walker Buehler,17352044,P,10800,LAD@MIL 05/01/2021 07:10PM ET,LAD,19.18
SP,Johnny Cueto (17352045),Johnny Cueto,17352045,P,10600,SF@SD 05/01/2021 08:40PM ET,SF,23.6
SP,Clayton Kershaw (17352046),Clayton Kershaw,17352046,P,10400,LAD@MIL 05/01/2021 07:10PM ET,LAD,20.29
SP,Yu Darvish (17352047),Yu Darvish,17352047,P,10300,SF@SD 05/01/2021 08:40PM ET,SD,25.78
SP,Joe Musgrove (17352048),Joe Musgrove,17352048,P,10300,SF@SD 05/01/2021 08:40PM ET,SD,20.58
SP,Julio Urias (17352049),Julio Urias,17352049,P,10200,LAD@MIL 05/01/2021 07:10PM ET,LAD,20.88
SP,Tony Gonsolin (17352050),Tony Gonsolin,17352050,P,10200,LAD@MIL 05/01/2021 07:10PM ET,LAD,0
SP,Brandon Woodruff (17351620),Brandon Woodruff,17351620,P,10100,LAD@MIL 05/01/2021 07:10PM ET,MIL,23.61
SP,Kevin Gausman (17352051),Kevin Gausman,17352051,P,10000,SF@SD 05/01/2021 08:40PM ET,SF,22.87
SP,Dinelson Lamet (17352052),Dinelson Lamet,17352052,P,9900,SF@SD 05/01/2021 08:40PM ET,SD,11.3
SP,Dustin May (17351621),Dustin May,17351621,P,9800,LAD@MIL 05/01/2021 07:10PM ET,LAD,22.85
SP,Freddy Peralta (17352053),Freddy Peralta,17352053,P,9700,LAD@MIL 05/01/2021 07:10PM ET,MIL,22.17
SP,Blake Snell (17351622),Blake Snell,17351622,P,9500,SF@SD 05/01/2021 08:40PM ET,SD,14.38
SP,Alex Wood (17352054),Alex Wood,17352054,P,9500,SF@SD 05/01/2021 08:40PM ET,SF,26.43
SP,Chris Paddack (17352055),Chris Paddack,17352055,P,9500,SF@SD 05/01/2021 08:40PM ET,SD,10.66
RP,Ross Stripling (17352056),Ross Stripling,17352056,P,9500,ATL@TOR 05/01/2021 07:37PM ET,TOR,7.58
SP,Logan Webb (17352057),Logan Webb,17352057,P,9400,SF@SD 05/01/2021 08:40PM ET,SF,11.79
RP,Adrian Houser (17352060),Adrian Houser,17352060,P,9100,LAD@MIL 05/01/2021 07:10PM ET,MIL,12.1
SP,Taylor Widener (17352058),Taylor Widener,17352058,P,9100,COL@ARI 05/01/2021 08:10PM ET,ARI,15.16
SP,Jon Gray (17352059),Jon Gray,17352059,P,9100,COL@ARI 05/01/2021 08:10PM ET,COL,16.78
SP,Zac Gallen (17351623),Zac Gallen,17351623,P,8900,COL@ARI 05/01/2021 08:10PM ET,ARI,22.77
SP,Hyun Jin Ryu (17352061),Hyun Jin Ryu,17352061,P,8900,ATL@TOR 05/01/2021 07:37PM ET,TOR,16.97
SP,Ian Anderson (17352062),Ian Anderson,17352062,P,8900,ATL@TOR 05/01/2021 07:37PM ET,ATL,20.01
SP,Brett Anderson (17352065),Brett Anderson,17352065,P,8800,LAD@MIL 05/01/2021 07:10PM ET,MIL,8.45
SP,Steven Matz (17352063),Steven Matz,17352063,P,8800,ATL@TOR 05/01/2021 07:37PM ET,TOR,17.39
SP,Nathan Eovaldi (17352064),Nathan Eovaldi,17352064,P,8800,BOS@TEX 05/01/2021 07:05PM ET,BOS,17.37
SP,Madison Bumgarner (17352067),Madison Bumgarner,17352067,P,8700,COL@ARI 05/01/2021 08:10PM ET,ARI,13.4
SP,Drew Smyly (17352068),Drew Smyly,17352068,P,8700,ATL@TOR 05/01/2021 07:37PM ET,ATL,6.84
SP,Eduardo Rodriguez (17351624),Eduardo Rodriguez,17351624,P,8700,BOS@TEX 05/01/2021 07:05PM ET,BOS,22.44
SP,Chris Sale (17352066),Chris Sale,17352066,P,8700,BOS@TEX 05/01/2021 07:05PM ET,BOS,0
RP,Josh Lindblom (17352071),Josh Lindblom,17352071,P,8600,LAD@MIL 05/01/2021 07:10PM ET,MIL,-0.04
