Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SP,Jose Urquidy (17183582),Jose Urquidy,17183582,P,8000,HOU@COL 04/21/2021 03:10PM ET,HOU,15.33
SP,Drew Pomeranz (17183939),Drew Pomeranz,17183939,P,8000,MIL@SD 04/21/2021 04:10PM ET,SD,4.52
SP,Jesus Luzardo (17183940),Jesus Luzardo,17183940,P,8000,MIN@OAK 04/21/2021 03:37PM ET,OAK,11.46
SP,Adrian Morejon (17183941),Adrian Morejon,17183941,P,7900,MIL@SD 04/21/2021 04:10PM ET,SD,4.15
SP,Brett Anderson (17183942),Brett Anderson,17183942,P,7900,MIL@SD 04/21/2021 04:10PM ET,MIL,13.62
SP,Josh James (17183943),Josh James,17183943,P,7800,HOU@COL 04/21/2021 03:10PM ET,HOU,0
RP,Ryan Weathers (17183944),Ryan Weathers,17183944,P,7800,MIL@SD 04/21/2021 04:10PM ET,SD,9.89
RP,Daniel Ponce de Leon (17183945),Daniel Ponce de Leon,17183945,P,7700,STL@WAS 04/21/2021 04:05PM ET,STL,0.1
RP,Dakota Hudson (17183946),Dakota Hudson,17183946,P,7700,STL@WAS 04/21/2021 04:05PM ET,STL,0
SP,Joe Ross (17183947),Joe Ross,17183947,P,7600,STL@WAS 04/21/2021 04:05PM ET,WAS,11.3
SP,Jack Flaherty (17183948),Jack Flaherty,17183948,P,7600,STL@WAS 04/21/2021 04:05PM ET,STL,17.1
SP,Alex Reyes (17183956),Alex Reyes,17183956,P,7600,STL@WAS 04/21/2021 04:05PM ET,STL,2.8
SP,Miles Mikolas (17183957),Miles Mikolas,17183957,P,7600,STL@WAS 04/21/2021 04:05PM ET,STL,0
SP,Angel Perdomo (17183949),Angel Perdomo,17183949,P,7600,MIL@SD 04/21/2021 04:10PM ET,MIL,4.27
SP,Ethan Small (17183950),Ethan Small,17183950,P,7600,MIL@SD 04/21/2021 04:10PM ET,MIL,0
SP,Aaron Ashby (17183951),Aaron Ashby,17183951,P,7600,MIL@SD 04/21/2021 04:10PM ET,MIL,0
SP,Drew Rasmussen (17183952),Drew Rasmussen,17183952,P,7600,MIL@SD 04/21/2021 04:10PM ET,MIL,1.38
SP,Mike Clevinger (17183954),Mike Clevinger,17183954,P,7600,MIL@SD 04/21/2021 04:10PM ET,SD,0
SP,Griffin Canning (17183955),Griffin Canning,17183955,P,7600,TEX@LAA 04/21/2021 04:07PM ET,LAA,12.03
SP,Frankie Montas (17183583),Frankie Montas,17183583,P,7600,MIN@OAK 04/21/2021 03:37PM ET,OAK,14.8
SP,Sean Manaea (17183953),Sean Manaea,17183953,P,7600,MIN@OAK 04/21/2021 03:37PM ET,OAK,19.36
SP,Jon Lester (17183958),Jon Lester,17183958,P,7400,STL@WAS 04/21/2021 04:05PM ET,WAS,0
SP,Zack Greinke (17183961),Zack Greinke,17183961,P,7400,HOU@COL 04/21/2021 03:10PM ET,HOU,16.54
SP,Dylan Bundy (17183959),Dylan Bundy,17183959,P,7400,TEX@LAA 04/21/2021 04:07PM ET,LAA,17.15
SP,Kenta Maeda (17183584),Kenta Maeda,17183584,P,7400,MIN@OAK 04/21/2021 03:37PM ET,MIN,15.13
SP,Matt Shoemaker (17183960),Matt Shoemaker,17183960,P,7400,MIN@OAK 04/21/2021 03:37PM ET,MIN,9.42
RP,Daniel Hudson (17183962),Daniel Hudson,17183962,P,7300,STL@WAS 04/21/2021 04:05PM ET,WAS,5.89
SP,Genesis Cabrera (17183964),Genesis Cabrera,17183964,P,7300,STL@WAS 04/21/2021 04:05PM ET,STL,3.51
SP,Jordan Zimmermann (17183963),Jordan Zimmermann,17183963,P,7300,MIL@SD 04/21/2021 04:10PM ET,MIL,0
RP,Andrew Miller (17183966),Andrew Miller,17183966,P,7200,STL@WAS 04/21/2021 04:05PM ET,STL,0.93
SP,Chris Bassitt (17183965),Chris Bassitt,17183965,P,7200,MIN@OAK 04/21/2021 03:37PM ET,OAK,12.76
SP,Patrick Corbin (17183967),Patrick Corbin,17183967,P,7100,STL@WAS 04/21/2021 04:05PM ET,WAS,1.58
SP,Jose Suarez (17183968),Jose Suarez,17183968,P,7100,TEX@LAA 04/21/2021 04:07PM ET,LAA,0
SP,Dane Dunning (17183969),Dane Dunning,17183969,P,7100,TEX@LAA 04/21/2021 04:07PM ET,TEX,20.18
SP,Jake Woodford (17183971),Jake Woodford,17183971,P,7000,STL@WAS 04/21/2021 04:05PM ET,STL,5.1
SP,Lance McCullers Jr. (17183970),Lance McCullers Jr.,17183970,P,7000,HOU@COL 04/21/2021 03:10PM ET,HOU,12.92
RP,Ryan Pressly (17183973),Ryan Pressly,17183973,P,7000,HOU@COL 04/21/2021 03:10PM ET,HOU,4.22
SP,Michael Pineda (17183972),Michael Pineda,17183972,P,7000,MIN@OAK 04/21/2021 03:37PM ET,MIN,22.23
SP,Erick Fedde (17183974),Erick Fedde,17183974,P,6900,STL@WAS 04/21/2021 04:05PM ET,WAS,11.37
RP,Giovanny Gallegos (17183975),Giovanny Gallegos,17183975,P,6900,STL@WAS 04/21/2021 04:05PM ET,STL,5.47
RP,Kwang Hyun Kim (17183977),Kwang Hyun Kim,17183977,P,6900,STL@WAS 04/21/2021 04:05PM ET,STL,4.55
RP,Austin Voth (17183978),Austin Voth,17183978,P,6900,STL@WAS 04/21/2021 04:05PM ET,WAS,3.08
SP,Andrew Heaney (17183976),Andrew Heaney,17183976,P,6900,TEX@LAA 04/21/2021 04:07PM ET,LAA,15.35
RP,Seth Elledge (17183982),Seth Elledge,17183982,P,6800,STL@WAS 04/21/2021 04:05PM ET,STL,0
RP,Luis Garcia (17183980),Luis Garcia,17183980,P,6800,HOU@COL 04/21/2021 03:10PM ET,HOU,13.27
SP,Jose Quintana (17183585),Jose Quintana,17183585,P,6800,TEX@LAA 04/21/2021 04:07PM ET,LAA,0.52
SP,Alex Cobb (17183979),Alex Cobb,17183979,P,6800,TEX@LAA 04/21/2021 04:07PM ET,LAA,21.62
SP,Jaime Barria (17183981),Jaime Barria,17183981,P,6800,TEX@LAA 04/21/2021 04:07PM ET,LAA,-15.5
RP,Ryan Helsley (17183984),Ryan Helsley,17183984,P,6700,STL@WAS 04/21/2021 04:05PM ET,STL,3.26
SP,Dillon Peters (17183985),Dillon Peters,17183985,P,6700,TEX@LAA 04/21/2021 04:07PM ET,LAA,0
SP,Mike Fiers (17183983),Mike Fiers,17183983,P,6700,MIN@OAK 04/21/2021 03:37PM ET,OAK,0
SP,Cole Irvin (17183986),Cole Irvin,17183986,P,6700,MIN@OAK 04/21/2021 03:37PM ET,OAK,10.88
SP,Mason Thompson (17183987),Mason Thompson,17183987,P,6600,MIL@SD 04/21/2021 04:10PM ET,SD,0
SP,Nabil Crismatt (17183988),Nabil Crismatt,17183988,P,6600,MIL@SD 04/21/2021 04:10PM ET,SD,7.2
SP,MacKenzie Gore (17183989),MacKenzie Gore,17183989,P,6600,MIL@SD 04/21/2021 04:10PM ET,SD,0
SP,Anderson Espinoza (17183990),Anderson Espinoza,17183990,P,6600,MIL@SD 04/21/2021 04:10PM ET,SD,0
SP,Mike Foltynewicz (17183586),Mike Foltynewicz,17183586,P,6600,TEX@LAA 04/21/2021 04:07PM ET,TEX,12
SP,Brock Burke (17183991),Brock Burke,17183991,P,6600,TEX@LAA 04/21/2021 04:07PM ET,TEX,0
SP,Jon Gray (17183993),Jon Gray,17183993,P,6500,HOU@COL 04/21/2021 03:10PM ET,COL,18.31
SP,Daulton Jefferies (17183992),Daulton Jefferies,17183992,P,6500,MIN@OAK 04/21/2021 03:37PM ET,OAK,0
RP,Brandon Bielak (17183995),Brandon Bielak,17183995,P,6400,HOU@COL 04/21/2021 03:10PM ET,HOU,9.47
SP,Patrick Sandoval (17183994),Patrick Sandoval,17183994,P,6400,TEX@LAA 04/21/2021 04:07PM ET,LAA,0
SP,Carlos Martinez (17183587),Carlos Martinez,17183587,P,6300,STL@WAS 04/21/2021 04:05PM ET,STL,4.65
SP,Brett Conine (17183996),Brett Conine,17183996,P,6300,HOU@COL 04/21/2021 03:10PM ET,HOU,0
SP,Shawn Dubin (17183997),Shawn Dubin,17183997,P,6300,HOU@COL 04/21/2021 03:10PM ET,HOU,0
SP,Austin Hansen (17183998),Austin Hansen,17183998,P,6300,HOU@COL 04/21/2021 03:10PM ET,HOU,0
SP,Blake Taylor (17183999),Blake Taylor,17183999,P,6300,HOU@COL 04/21/2021 03:10PM ET,HOU,0.86
SP,Jairo Solis (17184000),Jairo Solis,17184000,P,6300,HOU@COL 04/21/2021 03:10PM ET,HOU,0
RP,Jordan Lyles (17184001),Jordan Lyles,17184001,P,6300,TEX@LAA 04/21/2021 04:07PM ET,TEX,12.75
SP,Matthew Liberatore (17184002),Matthew Liberatore,17184002,P,6200,STL@WAS 04/21/2021 04:05PM ET,STL,0
SP,Johan Oviedo (17184003),Johan Oviedo,17184003,P,6200,STL@WAS 04/21/2021 04:05PM ET,STL,16.1
SP,Angel Rondon (17184004),Angel Rondon,17184004,P,6200,STL@WAS 04/21/2021 04:05PM ET,STL,0
SP,Garrett Williams (17184005),Garrett Williams,17184005,P,6200,STL@WAS 04/21/2021 04:05PM ET,STL,0
SP,German Marquez (17184006),German Marquez,17184006,P,6200,HOU@COL 04/21/2021 03:10PM ET,COL,15.08
OF,Byron Buxton (17183589),Byron Buxton,17183589,OF,6100,MIN@OAK 04/21/2021 03:37PM ET,MIN,12.73
OF,Mike Trout (17183590),Mike Trout,17183590,OF,6000,TEX@LAA 04/21/2021 04:07PM ET,LAA,12.07
RP,Austin Gomber (17183588),Austin Gomber,17183588,P,5900,HOU@COL 04/21/2021 03:10PM ET,COL,12.63
SP,Peter Lambert (17184024),Peter Lambert,17184024,P,5900,HOU@COL 04/21/2021 03:10PM ET,COL,0
SP,Hans Crouse (17184007),Hans Crouse,17184007,P,5900,TEX@LAA 04/21/2021 04:07PM ET,TEX,0
SP,Ian Kennedy (17184008),Ian Kennedy,17184008,P,5900,TEX@LAA 04/21/2021 04:07PM ET,TEX,4.14
SP,Jharel Cotton (17184009),Jharel Cotton,17184009,P,5900,TEX@LAA 04/21/2021 04:07PM ET,TEX,0
SP,Sam Gaviglio (17184010),Sam Gaviglio,17184010,P,5900,TEX@LAA 04/21/2021 04:07PM ET,TEX,0
SP,Tyler Phillips (17184011),Tyler Phillips,17184011,P,5900,TEX@LAA 04/21/2021 04:07PM ET,TEX,0
SP,Jason Bahr (17184012),Jason Bahr,17184012,P,5900,TEX@LAA 04/21/2021 04:07PM ET,TEX,0
SP,A.J. Alexy (17184013),A.J. Alexy,17184013,P,5900,TEX@LAA 04/21/2021 04:07PM ET,TEX,0
SP,Hyeon-jong Yang (17184014),Hyeon-jong Yang,17184014,P,5900,TEX@LAA 04/21/2021 04:07PM ET,TEX,0
SP,Alex Speas (17184015),Alex Speas,17184015,P,5900,TEX@LAA 04/21/2021 04:07PM ET,TEX,0
SP,Chris Rodriguez (17184017),Chris Rodriguez,17184017,P,5900,TEX@LAA 04/21/2021 04:07PM ET,LAA,6.05
SP,Jake Faria (17184018),Jake Faria,17184018,P,5900,TEX@LAA 04/21/2021 04:07PM ET,LAA,0
SP,Denny Brady (17184019),Denny Brady,17184019,P,5900,TEX@LAA 04/21/2021 04:07PM ET,LAA,0
SP,Aaron Slegers (17184020),Aaron Slegers,17184020,P,5900,TEX@LAA 04/21/2021 04:07PM ET,LAA,2.57
SP,Reid Detmers (17184021),Reid Detmers,17184021,P,5900,TEX@LAA 04/21/2021 04:07PM ET,LAA,0
SP,Junior Guerra (17184022),Junior Guerra,17184022,P,5900,TEX@LAA 04/21/2021 04:07PM ET,LAA,8.34
RP,Randy Dobnak (17184016),Randy Dobnak,17184016,P,5900,MIN@OAK 04/21/2021 03:37PM ET,MIN,-0.71
SP,J.A. Happ (17184023),J.A. Happ,17184023,P,5900,MIN@OAK 04/21/2021 03:37PM ET,MIN,10.45
SP,Jake Odorizzi (17184026),Jake Odorizzi,17184026,P,5800,HOU@COL 04/21/2021 03:10PM ET,HOU,6.72
SP,Chi Chi Gonzalez (17184029),Chi Chi Gonzalez,17184029,P,5800,HOU@COL 04/21/2021 03:10PM ET,COL,7.64
SP,Kyle Gibson (17184028),Kyle Gibson,17184028,P,5800,TEX@LAA 04/21/2021 04:07PM ET,TEX,16.25
RP,Lewis Thorpe (17184025),Lewis Thorpe,17184025,P,5800,MIN@OAK 04/21/2021 03:37PM ET,MIN,5.42
RP,Jorge Alcala (17184027),Jorge Alcala,17184027,P,5800,MIN@OAK 04/21/2021 03:37PM ET,MIN,2.06
SP,Kyle Cody (17184030),Kyle Cody,17184030,P,5700,TEX@LAA 04/21/2021 04:07PM ET,TEX,2.42
SP,Kolby Allard (17184031),Kolby Allard,17184031,P,5700,TEX@LAA 04/21/2021 04:07PM ET,TEX,8.68
OF,Juan Soto (17183591),Juan Soto,17183591,OF,5600,STL@WAS 04/21/2021 04:05PM ET,WAS,9
SP,Adam Wainwright (17184034),Adam Wainwright,17184034,P,5600,STL@WAS 04/21/2021 04:05PM ET,STL,12.76
SP,Jhoulys Chacin (17184033),Jhoulys Chacin,17184033,P,5600,HOU@COL 04/21/2021 03:10PM ET,COL,3.28
SP,Jordan Sheffield (17184035),Jordan Sheffield,17184035,P,5600,HOU@COL 04/21/2021 03:10PM ET,COL,2.26
SP,Wes Benjamin (17184032),Wes Benjamin,17184032,P,5600,TEX@LAA 04/21/2021 04:07PM ET,TEX,3.58
RP,John Gant (17184038),John Gant,17184038,P,5500,STL@WAS 04/21/2021 04:05PM ET,STL,10.43
SP,Ivan Nova (17184036),Ivan Nova,17184036,P,5500,HOU@COL 04/21/2021 03:10PM ET,COL,0
SP,Dereck Rodriguez (17184040),Dereck Rodriguez,17184040,P,5500,HOU@COL 04/21/2021 03:10PM ET,COL,0
SP,Robert Stephenson (17184041),Robert Stephenson,17184041,P,5500,HOU@COL 04/21/2021 03:10PM ET,COL,2.49
SP,Kyle Freeland (17184042),Kyle Freeland,17184042,P,5500,HOU@COL 04/21/2021 03:10PM ET,COL,0
SP,Kohei Arihara (17184039),Kohei Arihara,17184039,P,5500,TEX@LAA 04/21/2021 04:07PM ET,TEX,14.44
RP,Devin Smeltzer (17184037),Devin Smeltzer,17184037,P,5500,MIN@OAK 04/21/2021 03:37PM ET,MIN,0
SS,Carlos Correa (17183593),Carlos Correa,17183593,SS,5400,HOU@COL 04/21/2021 03:10PM ET,HOU,7.38
SP,Antonio Senzatela (17184043),Antonio Senzatela,17184043,P,5400,HOU@COL 04/21/2021 03:10PM ET,COL,7.4
SP,Helcris Olivarez (17184044),Helcris Olivarez,17184044,P,5400,HOU@COL 04/21/2021 03:10PM ET,COL,0
OF,Trent Grisham (17183592),Trent Grisham,17183592,OF,5400,MIL@SD 04/21/2021 04:10PM ET,SD,10.1
RP,Lucas Gilbreath (17184045),Lucas Gilbreath,17184045,P,5300,HOU@COL 04/21/2021 03:10PM ET,COL,0
SP,Ryan Rolison (17184046),Ryan Rolison,17184046,P,5300,HOU@COL 04/21/2021 03:10PM ET,COL,0
SP,Antonio Santos (17184047),Antonio Santos,17184047,P,5300,HOU@COL 04/21/2021 03:10PM ET,COL,0
SP,Ryan Castellani (17184048),Ryan Castellani,17184048,P,5300,HOU@COL 04/21/2021 03:10PM ET,COL,0
3B,Manny Machado (17183594),Manny Machado,17183594,3B,5300,MIL@SD 04/21/2021 04:10PM ET,SD,9.17
SS,Trea Turner (17183595),Trea Turner,17183595,SS,5200,STL@WAS 04/21/2021 04:05PM ET,WAS,9.73
2B/3B,Ryan McMahon (17183598),Ryan McMahon,17183598,2B/3B,5100,HOU@COL 04/21/2021 03:10PM ET,COL,8.82
SS,Fernando Tatis Jr. (17183600),Fernando Tatis Jr.,17183600,SS,5100,MIL@SD 04/21/2021 04:10PM ET,SD,5.7
1B/OF,Shohei Ohtani (17183596),Shohei Ohtani,17183596,1B/OF,5100,TEX@LAA 04/21/2021 04:07PM ET,LAA,2.43
SS,Trevor Story (17183601),Trevor Story,17183601,SS,5000,HOU@COL 04/21/2021 03:10PM ET,COL,5.71
OF,Michael Brantley (17183602),Michael Brantley,17183602,OF,5000,HOU@COL 04/21/2021 03:10PM ET,HOU,8.23
3B,Alex Bregman (17183738),Alex Bregman,17183738,3B,5000,HOU@COL 04/21/2021 03:10PM ET,HOU,7.2
1B,Yuli Gurriel (17183604),Yuli Gurriel,17183604,1B,4900,HOU@COL 04/21/2021 03:10PM ET,HOU,7.38
2B,Jose Altuve (17183740),Jose Altuve,17183740,2B,4900,HOU@COL 04/21/2021 03:10PM ET,HOU,8.82
OF,Christian Yelich (17183739),Christian Yelich,17183739,OF,4900,MIL@SD 04/21/2021 04:10PM ET,MIL,8.22
OF,Nelson Cruz (17183603),Nelson Cruz,17183603,OF,4900,MIN@OAK 04/21/2021 03:37PM ET,MIN,8.53
3B,Nolan Arenado (17183606),Nolan Arenado,17183606,3B,4800,STL@WAS 04/21/2021 04:05PM ET,STL,8.12
2B,Nick Solak (17183605),Nick Solak,17183605,2B,4800,TEX@LAA 04/21/2021 04:07PM ET,TEX,8.72
1B/OF,Jared Walsh (17183607),Jared Walsh,17183607,1B/OF,4800,TEX@LAA 04/21/2021 04:07PM ET,LAA,10.36
1B,Paul Goldschmidt (17183611),Paul Goldschmidt,17183611,1B,4700,STL@WAS 04/21/2021 04:05PM ET,STL,7.19
OF,Yordan Alvarez (17183741),Yordan Alvarez,17183741,OF,4700,HOU@COL 04/21/2021 03:10PM ET,HOU,7.92
3B,Anthony Rendon (17183742),Anthony Rendon,17183742,3B,4700,TEX@LAA 04/21/2021 04:07PM ET,LAA,7.5
OF,Ramon Laureano (17183610),Ramon Laureano,17183610,OF,4700,MIN@OAK 04/21/2021 03:37PM ET,OAK,9.6
2B/OF,Tommy Edman (17183613),Tommy Edman,17183613,2B/OF,4600,STL@WAS 04/21/2021 04:05PM ET,STL,8.06
OF,Charlie Blackmon (17183609),Charlie Blackmon,17183609,OF,4600,HOU@COL 04/21/2021 03:10PM ET,COL,5.6
1B,Nate Lowe (17183615),Nate Lowe,17183615,1B,4600,TEX@LAA 04/21/2021 04:07PM ET,TEX,8.67
3B,Matt Chapman (17183616),Matt Chapman,17183616,3B,4600,MIN@OAK 04/21/2021 03:37PM ET,OAK,6.44
OF,Kyle Schwarber (17183618),Kyle Schwarber,17183618,OF,4500,STL@WAS 04/21/2021 04:05PM ET,WAS,6
OF,Wil Myers (17183612),Wil Myers,17183612,OF,4500,MIL@SD 04/21/2021 04:10PM ET,SD,7.94
1B,Eric Hosmer (17183619),Eric Hosmer,17183619,1B,4500,MIL@SD 04/21/2021 04:10PM ET,SD,9.06
SS,Isiah Kiner-Falefa (17183620),Isiah Kiner-Falefa,17183620,SS,4500,TEX@LAA 04/21/2021 04:07PM ET,TEX,6.83
2B,Jed Lowrie (17183617),Jed Lowrie,17183617,2B,4500,MIN@OAK 04/21/2021 03:37PM ET,OAK,8.62
C,Jason Castro (17183625),Jason Castro,17183625,C,4400,HOU@COL 04/21/2021 03:10PM ET,HOU,6.71
2B/OF,Chris Owings (17183743),Chris Owings,17183743,2B/OF,4400,HOU@COL 04/21/2021 03:10PM ET,COL,11
3B,Josh Donaldson (17183622),Josh Donaldson,17183622,3B,4400,MIN@OAK 04/21/2021 03:37PM ET,MIN,5.6
OF,Joey Gallo (17183621),Joey Gallo,17183621,OF,4300,TEX@LAA 04/21/2021 04:07PM ET,TEX,7
C,Jonah Heim (17183626),Jonah Heim,17183626,C,4300,TEX@LAA 04/21/2021 04:07PM ET,TEX,7.8
1B,Matt Olson (17183623),Matt Olson,17183623,1B,4300,MIN@OAK 04/21/2021 03:37PM ET,OAK,9.13
1B,Josh Bell (17183627),Josh Bell,17183627,1B,4200,STL@WAS 04/21/2021 04:05PM ET,WAS,6.38
SS,Paul DeJong (17183650),Paul DeJong,17183650,SS,4200,STL@WAS 04/21/2021 04:05PM ET,STL,8.19
OF,Kyle Tucker (17183624),Kyle Tucker,17183624,OF,4200,HOU@COL 04/21/2021 03:10PM ET,HOU,6.81
3B,Charlie Culberson (17183628),Charlie Culberson,17183628,3B,4200,TEX@LAA 04/21/2021 04:07PM ET,TEX,5.73
C,Sean Murphy (17183629),Sean Murphy,17183629,C,4200,MIN@OAK 04/21/2021 03:37PM ET,OAK,5.64
3B,Travis Shaw (17183631),Travis Shaw,17183631,3B,4100,MIL@SD 04/21/2021 04:10PM ET,MIL,7.44
C,Mitch Garver (17183630),Mitch Garver,17183630,C,4100,MIN@OAK 04/21/2021 03:37PM ET,MIN,5.38
OF,Mark Canha (17183632),Mark Canha,17183632,OF,4100,MIN@OAK 04/21/2021 03:37PM ET,OAK,9.72
1B,Ryan Zimmerman (17183633),Ryan Zimmerman,17183633,1B,4000,STL@WAS 04/21/2021 04:05PM ET,WAS,5.17
2B,Josh Harrison (17183634),Josh Harrison,17183634,2B,4000,STL@WAS 04/21/2021 04:05PM ET,WAS,9.12
3B,Starlin Castro (17183635),Starlin Castro,17183635,3B,4000,STL@WAS 04/21/2021 04:05PM ET,WAS,6.07
C,Yadier Molina (17183636),Yadier Molina,17183636,C,4000,STL@WAS 04/21/2021 04:05PM ET,STL,9.44
SP,Paolo Espino (17184049),Paolo Espino,17184049,P,4000,STL@WAS 04/21/2021 04:05PM ET,WAS,8.15
SP,Cade Cavalli (17184054),Cade Cavalli,17184054,P,4000,STL@WAS 04/21/2021 04:05PM ET,WAS,0
RP,Brad Hand (17184057),Brad Hand,17184057,P,4000,STL@WAS 04/21/2021 04:05PM ET,WAS,4.33
RP,Kyle McGowin (17184058),Kyle McGowin,17184058,P,4000,STL@WAS 04/21/2021 04:05PM ET,WAS,1.84
RP,Javy Guerra (17184064),Javy Guerra,17184064,P,4000,STL@WAS 04/21/2021 04:05PM ET,WAS,0
RP,Steven Fuentes (17184069),Steven Fuentes,17184069,P,4000,STL@WAS 04/21/2021 04:05PM ET,WAS,0
RP,T.J. McFarland (17184073),T.J. McFarland,17184073,P,4000,STL@WAS 04/21/2021 04:05PM ET,WAS,0
RP,Zack Thompson (17184077),Zack Thompson,17184077,P,4000,STL@WAS 04/21/2021 04:05PM ET,STL,0
SP,Cole Henry (17184091),Cole Henry,17184091,P,4000,STL@WAS 04/21/2021 04:05PM ET,WAS,0
RP,Tyler Webb (17184109),Tyler Webb,17184109,P,4000,STL@WAS 04/21/2021 04:05PM ET,STL,1.21
RP,Luis Avilan (17184112),Luis Avilan,17184112,P,4000,STL@WAS 04/21/2021 04:05PM ET,WAS,1.16
RP,Kyle Finnegan (17184115),Kyle Finnegan,17184115,P,4000,STL@WAS 04/21/2021 04:05PM ET,WAS,3.76
RP,Junior Fernandez (17184122),Junior Fernandez,17184122,P,4000,STL@WAS 04/21/2021 04:05PM ET,STL,0
RP,Sam Clay (17184125),Sam Clay,17184125,P,4000,STL@WAS 04/21/2021 04:05PM ET,WAS,2.22
SP,Tyler Dyson (17184127),Tyler Dyson,17184127,P,4000,STL@WAS 04/21/2021 04:05PM ET,WAS,0
RP,Kodi Whitley (17184130),Kodi Whitley,17184130,P,4000,STL@WAS 04/21/2021 04:05PM ET,STL,3.92
RP,Roel Ramirez (17184156),Roel Ramirez,17184156,P,4000,STL@WAS 04/21/2021 04:05PM ET,STL,0
RP,Jesus Cruz (17184157),Jesus Cruz,17184157,P,4000,STL@WAS 04/21/2021 04:05PM ET,STL,0
RP,Wander Suero (17184160),Wander Suero,17184160,P,4000,STL@WAS 04/21/2021 04:05PM ET,WAS,2.33
RP,Ryne Harper (17184161),Ryne Harper,17184161,P,4000,STL@WAS 04/21/2021 04:05PM ET,WAS,3.48
RP,Ben Braymer (17184162),Ben Braymer,17184162,P,4000,STL@WAS 04/21/2021 04:05PM ET,WAS,0
RP,Bernardo Flores Jr. (17184175),Bernardo Flores Jr.,17184175,P,4000,STL@WAS 04/21/2021 04:05PM ET,STL,0
SP,Joan Adon (17184177),Joan Adon,17184177,P,4000,STL@WAS 04/21/2021 04:05PM ET,WAS,0
RP,Jordan Hicks (17184185),Jordan Hicks,17184185,P,4000,STL@WAS 04/21/2021 04:05PM ET,STL,3.82
RP,Johan Quezada (17184190),Johan Quezada,17184190,P,4000,STL@WAS 04/21/2021 04:05PM ET,STL,0
SP,Jackson Rutledge (17184192),Jackson Rutledge,17184192,P,4000,STL@WAS 04/21/2021 04:05PM ET,WAS,0
RP,Matt Cronin (17184206),Matt Cronin,17184206,P,4000,STL@WAS 04/21/2021 04:05PM ET,WAS,0
RP,Tanner Rainey (17184207),Tanner Rainey,17184207,P,4000,STL@WAS 04/21/2021 04:05PM ET,WAS,0.33
RP,Dakota Bacus (17184214),Dakota Bacus,17184214,P,4000,STL@WAS 04/21/2021 04:05PM ET,WAS,0
SP,Tyler Eppler (17184221),Tyler Eppler,17184221,P,4000,STL@WAS 04/21/2021 04:05PM ET,WAS,0
RP,Will Harris (17184222),Will Harris,17184222,P,4000,STL@WAS 04/21/2021 04:05PM ET,WAS,0
